wavenumber,E1,E2,E3,E4,E5,E6,E7,E8,M2E2,
3531.988,0.01516769,0.020706,0.017037,0.0094513,0.0098018,0.016465,0.0095808,0.012935,0.014564,
3531.506,0.01517053,0.020723,0.017052,0.0094589,0.0098031,0.01649,0.0095901,0.012954,0.014574,
3531.023,0.01517616,0.020745,0.017065,0.0094734,0.0098031,0.016512,0.0096003,0.012972,0.014586,
3530.541,0.015181,0.02077,0.017074,0.009494,0.0098025,0.016534,0.0096104,0.012986,0.014598,
3530.059,0.01518172,0.020798,0.01708,0.0095184,0.0098031,0.016561,0.0096199,0.012994,0.014609,
3529.577,0.01517695,0.020828,0.017084,0.0095447,0.0098071,0.016593,0.0096289,0.012996,0.01462,
3529.095,0.01516652,0.020858,0.017088,0.0095699,0.0098162,0.016631,0.0096371,0.012993,0.014631,
3528.613,0.01515238,0.020888,0.017093,0.0095912,0.0098305,0.016673,0.0096443,0.012988,0.014641,
3528.131,0.01513736,0.020915,0.0171,0.0096058,0.0098482,0.016716,0.0096494,0.01298,0.01465,
3527.649,0.01512466,0.020936,0.017107,0.0096124,0.0098658,0.016757,0.0096509,0.012969,0.014656,
3527.166,0.01511694,0.020949,0.017115,0.009611,0.0098805,0.016793,0.0096478,0.012955,0.014659,
3526.684,0.01511605,0.020952,0.01712,0.0096038,0.0098897,0.016825,0.00964,0.012937,0.01466,
3526.202,0.01512288,0.020948,0.017122,0.0095942,0.0098934,0.016852,0.0096287,0.012918,0.01466,
3525.72,0.01513633,0.020941,0.017121,0.0095864,0.0098936,0.016877,0.0096166,0.012901,0.014663,
3525.238,0.01515482,0.020934,0.017118,0.0095831,0.0098924,0.016898,0.0096066,0.012888,0.014669,
3524.756,0.01517544,0.02093,0.017116,0.0095855,0.009892,0.016918,0.0096011,0.012884,0.01468,
3524.274,0.01519496,0.020931,0.017115,0.0095927,0.0098934,0.016933,0.0096012,0.012888,0.014694,
3523.792,0.01521047,0.020934,0.017118,0.0096023,0.0098952,0.016945,0.0096057,0.012902,0.014708,
3523.31,0.01521953,0.020936,0.017123,0.0096111,0.0098951,0.016953,0.0096123,0.012923,0.014719,
3522.827,0.01522087,0.020933,0.017132,0.0096167,0.0098908,0.016958,0.0096173,0.012945,0.014723,
3522.345,0.01521487,0.020922,0.017142,0.0096178,0.0098805,0.016961,0.0096177,0.012964,0.014721,
3521.863,0.01520299,0.020903,0.017152,0.009615,0.0098646,0.016964,0.0096121,0.012978,0.014712,
3521.381,0.01518721,0.020878,0.017162,0.0096098,0.0098451,0.016967,0.0096011,0.012984,0.014699,
3520.899,0.01516998,0.020851,0.017171,0.0096037,0.0098251,0.016972,0.009587,0.012982,0.014686,
3520.417,0.015154,0.020828,0.017178,0.0095986,0.0098086,0.016977,0.0095729,0.012974,0.014673,
3519.935,0.01514151,0.020811,0.017185,0.009595,0.0097984,0.016984,0.0095609,0.012963,0.014664,
3519.453,0.01513423,0.020803,0.017191,0.0095927,0.009796,0.016991,0.0095523,0.012952,0.014661,
3518.97,0.01513303,0.020804,0.017197,0.0095915,0.0098011,0.017,0.0095468,0.012944,0.014663,
3518.488,0.01513828,0.020814,0.017204,0.0095907,0.0098117,0.017013,0.0095422,0.012941,0.01467,
3518.006,0.01514868,0.020827,0.01721,0.0095901,0.0098248,0.01703,0.0095366,0.012943,0.014681,
3517.524,0.01516261,0.020842,0.017218,0.0095899,0.0098363,0.017051,0.0095289,0.012951,0.014693,
3517.042,0.0151776,0.020854,0.017224,0.00959,0.0098437,0.017077,0.0095193,0.012962,0.014702,
3516.56,0.01519133,0.020862,0.017231,0.0095909,0.0098444,0.017106,0.0095094,0.012973,0.014704,
3516.078,0.01520214,0.020866,0.017236,0.0095927,0.0098375,0.017137,0.0095022,0.012981,0.014697,
3515.596,0.01520924,0.020865,0.017242,0.0095953,0.0098243,0.017168,0.0094996,0.012984,0.01468,
3515.114,0.01521247,0.020861,0.01725,0.0095987,0.0098064,0.017198,0.0095024,0.01298,0.014656,
3514.631,0.01521209,0.020857,0.01726,0.0096032,0.009786,0.017226,0.00951,0.012968,0.014628,
3514.149,0.01520783,0.020854,0.017272,0.0096089,0.0097652,0.01725,0.0095195,0.012951,0.0146,
3513.667,0.01519922,0.020852,0.017287,0.0096158,0.0097458,0.017269,0.0095279,0.012928,0.014577,
3513.185,0.01518584,0.020853,0.017301,0.0096239,0.0097286,0.017284,0.0095327,0.012905,0.014561,
3512.703,0.01516758,0.020858,0.017314,0.0096332,0.0097145,0.017296,0.0095332,0.012884,0.014551,
3512.221,0.01514597,0.020868,0.017321,0.0096432,0.0097046,0.017305,0.0095301,0.012869,0.014548,
3511.739,0.01512377,0.020884,0.017323,0.0096535,0.0096995,0.017316,0.0095257,0.012864,0.014549,
3511.257,0.01510493,0.020906,0.017319,0.0096635,0.0097009,0.017328,0.0095226,0.01287,0.014552,
3510.774,0.01509334,0.020933,0.017311,0.0096722,0.0097091,0.017345,0.0095224,0.012887,0.014556,
3510.292,0.01509169,0.02096,0.0173,0.0096791,0.009724,0.017364,0.0095251,0.012915,0.014561,
3509.81,0.0151002,0.020984,0.017289,0.0096827,0.0097442,0.017384,0.0095293,0.01295,0.014567,
3509.328,0.01511684,0.020997,0.017279,0.0096821,0.0097666,0.017403,0.0095328,0.012986,0.014575,
3508.846,0.01513732,0.020998,0.017274,0.0096765,0.0097881,0.017419,0.0095336,0.013019,0.014586,
3508.364,0.01515636,0.020984,0.017273,0.009666,0.0098054,0.017432,0.0095312,0.013044,0.014598,
3507.882,0.01516988,0.02096,0.017278,0.0096512,0.0098169,0.017446,0.0095267,0.01306,0.014613,
3507.4,0.01517503,0.020931,0.017289,0.0096348,0.0098225,0.017464,0.0095222,0.013065,0.014628,
3506.918,0.01517108,0.020906,0.017304,0.0096196,0.0098237,0.017488,0.00952,0.01306,0.014643,
3506.435,0.01515914,0.02089,0.017322,0.0096087,0.0098223,0.017522,0.0095217,0.013049,0.014657,
3505.953,0.01514134,0.020888,0.01734,0.0096051,0.0098201,0.017563,0.0095272,0.013035,0.014669,
3505.471,0.01512061,0.020901,0.017355,0.0096108,0.0098181,0.017609,0.0095356,0.01302,0.014677,
3504.989,0.01510006,0.020925,0.017366,0.0096257,0.009817,0.017655,0.0095446,0.013007,0.01468,
3504.507,0.01508318,0.020957,0.017371,0.0096489,0.0098168,0.017696,0.0095523,0.012997,0.014678,
3504.025,0.01507306,0.02099,0.017371,0.0096766,0.0098176,0.017729,0.0095574,0.012991,0.014672,
3503.543,0.01507241,0.02102,0.017368,0.0097057,0.0098196,0.017753,0.0095596,0.012988,0.014661,
3503.061,0.01508212,0.021043,0.017366,0.0097318,0.0098231,0.017768,0.0095595,0.012987,0.01465,
3502.579,0.0151015,0.021055,0.017368,0.0097514,0.0098275,0.017777,0.0095586,0.012988,0.014638,
3502.096,0.01512734,0.021058,0.017375,0.0097627,0.0098314,0.017782,0.0095578,0.012988,0.014628,
3501.614,0.0151553,0.02105,0.017386,0.0097644,0.0098329,0.017787,0.0095582,0.012986,0.014618,
3501.132,0.01518055,0.021033,0.0174,0.0097577,0.0098292,0.017794,0.0095602,0.012984,0.014609,
3500.65,0.01520018,0.02101,0.017416,0.0097438,0.009819,0.017806,0.0095636,0.012983,0.0146,
3500.168,0.01521212,0.020986,0.01743,0.0097252,0.009802,0.017823,0.009568,0.012983,0.014591,
3499.686,0.01521747,0.020965,0.017442,0.0097042,0.0097801,0.017849,0.009573,0.012988,0.014582,
3499.204,0.01521765,0.020951,0.017453,0.0096825,0.0097571,0.017882,0.0095775,0.012997,0.014576,
3498.722,0.01521473,0.020946,0.017463,0.009662,0.0097369,0.017921,0.00958,0.013011,0.014575,
3498.239,0.01520924,0.020951,0.017474,0.0096441,0.0097228,0.017962,0.0095794,0.013028,0.014578,
3497.757,0.01520162,0.020965,0.017483,0.0096298,0.0097159,0.018002,0.0095742,0.013043,0.014586,
3497.275,0.01519102,0.020982,0.017492,0.0096201,0.0097152,0.018034,0.0095642,0.013055,0.014598,
3496.793,0.01517726,0.021,0.017497,0.0096152,0.0097177,0.018057,0.00955,0.01306,0.014611,
3496.311,0.01516144,0.021015,0.017498,0.0096151,0.0097201,0.01807,0.0095337,0.013057,0.014624,
3495.829,0.0151458,0.021025,0.017495,0.0096183,0.009719,0.018074,0.0095179,0.013048,0.014634,
3495.347,0.01513317,0.021031,0.017488,0.0096232,0.0097131,0.018076,0.0095061,0.013034,0.014639,
3494.865,0.01512607,0.021033,0.017477,0.0096273,0.0097027,0.018078,0.0095002,0.013018,0.01464,
3494.383,0.01512507,0.021033,0.017464,0.0096283,0.0096901,0.018086,0.0095012,0.013002,0.014636,
3493.9,0.01512895,0.021033,0.017451,0.009625,0.009678,0.018102,0.0095087,0.012988,0.014628,
3493.418,0.01513447,0.021033,0.017438,0.0096175,0.0096692,0.018123,0.0095203,0.012976,0.014616,
3492.936,0.01513811,0.021033,0.017427,0.0096076,0.0096653,0.018149,0.0095332,0.012966,0.0146,
3492.454,0.01513742,0.021033,0.017419,0.0095974,0.0096673,0.018177,0.0095443,0.012958,0.014583,
3491.972,0.01513231,0.021034,0.017416,0.0095899,0.0096745,0.018204,0.0095513,0.012951,0.014566,
3491.49,0.01512428,0.021036,0.01742,0.0095868,0.0096855,0.018228,0.0095526,0.012946,0.01455,
3491.008,0.01511646,0.021039,0.017432,0.0095886,0.0096985,0.018249,0.0095479,0.012943,0.014536,
3490.526,0.01511204,0.021044,0.017451,0.0095947,0.0097111,0.018266,0.0095384,0.012941,0.014525,
3490.043,0.01511286,0.021051,0.017474,0.0096034,0.0097212,0.018282,0.0095253,0.01294,0.014516,
3489.561,0.01511952,0.021058,0.017498,0.0096136,0.0097268,0.018297,0.0095109,0.012939,0.014509,
3489.079,0.01513073,0.021067,0.01752,0.0096244,0.0097272,0.018311,0.0094974,0.012937,0.014503,
3488.597,0.01514446,0.021077,0.017538,0.009636,0.0097226,0.018327,0.0094867,0.012936,0.014499,
3488.115,0.01515835,0.021088,0.01755,0.0096486,0.0097143,0.018345,0.0094802,0.012936,0.014497,
3487.633,0.0151705,0.021099,0.017556,0.0096625,0.0097045,0.018365,0.0094785,0.012939,0.014498,
3487.151,0.0151797,0.02111,0.017557,0.0096768,0.0096954,0.018389,0.0094809,0.012944,0.014502,
3486.669,0.01518515,0.021119,0.017555,0.0096894,0.0096889,0.018415,0.0094865,0.012951,0.014509,
3486.187,0.01518707,0.021125,0.017552,0.0096982,0.0096856,0.018444,0.0094941,0.012958,0.014517,
3485.704,0.01518584,0.021126,0.017547,0.0097016,0.0096851,0.018475,0.0095028,0.012962,0.014524,
3485.222,0.01518244,0.021124,0.017541,0.0096995,0.0096861,0.018507,0.009512,0.012961,0.014529,
3484.74,0.0151786,0.021121,0.017535,0.0096939,0.0096868,0.018541,0.0095218,0.012956,0.014531,
3484.258,0.01517602,0.021119,0.017531,0.009688,0.0096856,0.018575,0.0095319,0.012947,0.01453,
3483.776,0.0151765,0.021121,0.017529,0.0096857,0.0096814,0.018609,0.0095419,0.012937,0.014527,
3483.294,0.01518096,0.021129,0.017533,0.0096899,0.0096737,0.018642,0.0095505,0.012931,0.014522,
3482.812,0.01518913,0.021141,0.017544,0.0097017,0.0096632,0.018673,0.0095566,0.01293,0.014517,
3482.33,0.01519973,0.021156,0.017561,0.0097199,0.0096504,0.018701,0.0095586,0.012936,0.014511,
3481.847,0.01521041,0.021172,0.017585,0.0097418,0.0096369,0.018725,0.0095557,0.012948,0.014505,
3481.365,0.01521984,0.021185,0.017612,0.0097641,0.0096238,0.018745,0.0095485,0.012965,0.014498,
3480.883,0.01522705,0.021195,0.01764,0.0097834,0.0096123,0.018761,0.0095386,0.012984,0.014492,
3480.401,0.01523254,0.021202,0.017667,0.0097975,0.0096031,0.018776,0.0095281,0.013002,0.014487,
3479.919,0.01523772,0.021205,0.017688,0.0098054,0.0095962,0.018788,0.0095194,0.013019,0.014485,
3479.437,0.0152438,0.021206,0.017704,0.0098068,0.0095907,0.018801,0.0095136,0.013033,0.014487,
3478.955,0.01525169,0.021205,0.017714,0.009802,0.0095856,0.018813,0.0095109,0.013046,0.014494,
3478.473,0.01526072,0.021202,0.017718,0.0097922,0.0095795,0.018826,0.0095108,0.013059,0.014504,
3477.991,0.0152694,0.021197,0.017718,0.0097787,0.0095718,0.018839,0.0095117,0.013072,0.014515,
3477.508,0.01527602,0.021192,0.017717,0.0097635,0.0095621,0.018852,0.0095127,0.013084,0.014525,
3477.026,0.01527908,0.021188,0.017717,0.009749,0.0095518,0.018866,0.0095131,0.013095,0.014534,
3476.544,0.01527832,0.021188,0.017722,0.0097373,0.0095424,0.018882,0.0095131,0.013103,0.014539,
3476.062,0.01527441,0.021195,0.017733,0.0097303,0.0095356,0.018901,0.0095131,0.013107,0.014541,
3475.58,0.01526875,0.021208,0.017751,0.0097277,0.0095332,0.018921,0.0095137,0.013106,0.01454,
3475.098,0.01526322,0.021226,0.017772,0.0097287,0.0095349,0.018945,0.0095152,0.013099,0.014535,
3474.616,0.01525872,0.021246,0.017795,0.0097313,0.009541,0.01897,0.0095176,0.013087,0.014526,
3474.134,0.0152557,0.021263,0.017814,0.0097334,0.0095502,0.018998,0.009521,0.01307,0.014513,
3473.651,0.01525413,0.021275,0.017828,0.0097342,0.0095613,0.019026,0.0095251,0.01305,0.014494,
3473.169,0.0152531,0.021281,0.017835,0.0097341,0.0095738,0.019056,0.0095301,0.013028,0.014472,
3472.687,0.01525213,0.021283,0.017834,0.0097348,0.0095879,0.019086,0.0095359,0.013006,0.014448,
3472.205,0.01525069,0.021282,0.017829,0.0097378,0.0096035,0.019117,0.0095418,0.012985,0.014426,
3471.723,0.01524819,0.021281,0.017823,0.0097442,0.0096207,0.019145,0.0095465,0.012968,0.014408,
3471.241,0.01524445,0.02128,0.017815,0.0097536,0.0096392,0.019171,0.0095491,0.012953,0.014398,
3470.759,0.01523954,0.02128,0.017809,0.0097637,0.0096572,0.019191,0.0095482,0.012942,0.014396,
3470.277,0.01523378,0.021278,0.017803,0.0097726,0.0096732,0.019206,0.0095434,0.012934,0.014401,
3469.795,0.01522794,0.021275,0.017797,0.0097783,0.0096855,0.019216,0.0095357,0.012929,0.014411,
3469.312,0.01522345,0.02127,0.017791,0.0097801,0.0096931,0.019221,0.0095268,0.012926,0.014423,
3468.83,0.01522125,0.021266,0.017784,0.0097797,0.0096965,0.019224,0.0095192,0.012925,0.014436,
3468.348,0.01522235,0.021263,0.017778,0.0097789,0.0096964,0.019227,0.0095148,0.012926,0.014447,
3467.866,0.0152265,0.021264,0.017773,0.0097795,0.0096941,0.019232,0.0095144,0.012928,0.014456,
3467.384,0.01523233,0.021267,0.017772,0.0097818,0.0096909,0.019242,0.0095169,0.012931,0.014462,
3466.902,0.01523786,0.021272,0.017774,0.0097845,0.0096872,0.019256,0.0095205,0.012937,0.014466,
3466.42,0.01524098,0.021276,0.017779,0.0097852,0.0096831,0.019275,0.0095228,0.012943,0.01447,
3465.938,0.01524026,0.021278,0.017786,0.0097815,0.0096783,0.019298,0.009522,0.012951,0.014476,
3465.456,0.01523604,0.021279,0.017795,0.0097723,0.0096719,0.019325,0.0095175,0.012962,0.014483,
3464.973,0.01522931,0.02128,0.017807,0.0097585,0.0096636,0.019355,0.0095093,0.012976,0.014491,
3464.491,0.01522276,0.021285,0.017821,0.0097434,0.0096535,0.019387,0.0094989,0.012992,0.0145,
3464.009,0.0152183,0.021295,0.017838,0.0097301,0.0096417,0.01942,0.0094871,0.013009,0.014508,
3463.527,0.01521782,0.02131,0.017857,0.0097224,0.0096282,0.019453,0.0094748,0.013027,0.014511,
3463.045,0.01522163,0.021328,0.017877,0.0097218,0.0096141,0.019485,0.0094622,0.013043,0.014509,
3462.563,0.01522938,0.021345,0.017896,0.0097282,0.0096,0.019516,0.0094497,0.013056,0.0145,
3462.081,0.01523995,0.021357,0.017911,0.0097395,0.0095873,0.019546,0.009438,0.013065,0.014485,
3461.599,0.01525186,0.02136,0.017923,0.0097529,0.0095779,0.019575,0.0094281,0.013069,0.014469,
3461.116,0.01526439,0.021355,0.01793,0.0097661,0.0095725,0.019602,0.0094217,0.01307,0.014454,
3460.634,0.01527691,0.021341,0.017932,0.0097777,0.0095719,0.019628,0.0094201,0.013066,0.014444,
3460.152,0.01528899,0.021322,0.017932,0.0097871,0.0095755,0.019653,0.0094237,0.013059,0.014439,
3459.67,0.01530005,0.021299,0.01793,0.0097946,0.0095813,0.019674,0.0094315,0.013049,0.014441,
3459.188,0.01530952,0.021276,0.017927,0.0098002,0.0095873,0.019692,0.0094415,0.013035,0.014448,
3458.706,0.01531666,0.021255,0.017922,0.0098039,0.009592,0.019708,0.0094507,0.013019,0.014457,
3458.224,0.01532146,0.021237,0.017915,0.0098048,0.0095949,0.019722,0.009457,0.013003,0.014466,
3457.742,0.015324,0.021225,0.017907,0.0098019,0.0095968,0.019735,0.0094589,0.012987,0.014474,
3457.26,0.01532466,0.021221,0.017899,0.0097947,0.0096,0.019749,0.0094568,0.012972,0.01448,
3456.777,0.01532407,0.021224,0.017892,0.0097835,0.0096059,0.019765,0.0094513,0.01296,0.014484,
3456.295,0.01532287,0.021234,0.017891,0.0097696,0.0096154,0.019783,0.0094443,0.012951,0.014486,
3455.813,0.01532122,0.02125,0.017898,0.009755,0.0096273,0.019803,0.009437,0.012945,0.014486,
3455.331,0.01531916,0.021268,0.017914,0.0097423,0.0096387,0.019824,0.0094299,0.012941,0.014482,
3454.849,0.01531714,0.021285,0.017939,0.0097339,0.0096462,0.019845,0.0094231,0.012941,0.014476,
3454.367,0.01531522,0.021298,0.017971,0.0097313,0.0096475,0.019866,0.0094163,0.012945,0.014468,
3453.885,0.0153146,0.021307,0.018007,0.0097348,0.0096423,0.019886,0.0094094,0.012954,0.01446,
3453.403,0.01531618,0.021313,0.018042,0.0097433,0.0096326,0.019906,0.0094029,0.012968,0.014453,
3452.92,0.01532016,0.021318,0.018073,0.0097548,0.0096215,0.019926,0.0093972,0.012985,0.014451,
3452.438,0.01532589,0.021322,0.018095,0.0097665,0.0096128,0.019945,0.0093927,0.013003,0.014454,
3451.956,0.01533197,0.021328,0.018108,0.009776,0.0096085,0.019962,0.0093897,0.013017,0.014462,
3451.474,0.0153365,0.021333,0.018109,0.0097816,0.0096088,0.019978,0.0093885,0.013023,0.014474,
3450.992,0.01533753,0.021337,0.0181,0.009783,0.0096119,0.019993,0.0093886,0.013021,0.014486,
3450.51,0.01533444,0.02134,0.018083,0.0097813,0.0096152,0.020009,0.009391,0.01301,0.014497,
3450.028,0.01532792,0.021341,0.018062,0.0097783,0.0096165,0.020027,0.0093957,0.012995,0.014507,
3449.546,0.01532023,0.021343,0.01804,0.0097764,0.0096155,0.020048,0.0094042,0.01298,0.014516,
3449.064,0.01531429,0.021348,0.018022,0.0097769,0.0096136,0.020073,0.0094171,0.01297,0.014524,
3448.581,0.01531257,0.021358,0.018011,0.0097805,0.0096133,0.020101,0.0094348,0.012967,0.014532,
3448.099,0.0153171,0.021372,0.018009,0.0097865,0.0096165,0.02013,0.0094564,0.012972,0.01454,
3447.617,0.01532788,0.021388,0.018015,0.0097937,0.0096246,0.020159,0.00948,0.012981,0.014545,
3447.135,0.01534364,0.021402,0.018029,0.0098005,0.0096366,0.020184,0.0095034,0.012991,0.014545,
3446.653,0.01536207,0.02141,0.018048,0.0098058,0.0096498,0.020204,0.0095238,0.012997,0.014541,
3446.171,0.01538064,0.021411,0.018068,0.0098093,0.0096614,0.020218,0.0095401,0.012999,0.014531,
3445.689,0.01539715,0.021405,0.018087,0.0098117,0.0096684,0.020228,0.0095514,0.012996,0.014517,
3445.207,0.01541013,0.021395,0.018102,0.009813,0.0096692,0.020235,0.0095576,0.012993,0.014504,
3444.724,0.01541957,0.021386,0.018114,0.0098137,0.0096638,0.020241,0.0095594,0.012992,0.014494,
3444.242,0.0154262,0.02138,0.018121,0.0098137,0.0096531,0.020246,0.0095568,0.012995,0.014488,
3443.76,0.01543203,0.02138,0.018125,0.0098124,0.0096383,0.020253,0.0095497,0.013004,0.014487,
3443.278,0.01543897,0.021385,0.018128,0.0098097,0.0096212,0.020262,0.0095378,0.013016,0.014492,
3442.796,0.01544927,0.021393,0.018132,0.0098061,0.0096037,0.020275,0.0095216,0.013028,0.014499,
3442.314,0.01546421,0.021403,0.018137,0.0098027,0.0095867,0.020292,0.0095018,0.013037,0.014509,
3441.832,0.01548323,0.021414,0.018145,0.0098011,0.0095722,0.020311,0.0094802,0.013042,0.014518,
3441.35,0.01550441,0.021424,0.018155,0.0098027,0.0095612,0.020333,0.0094591,0.01304,0.014527,
3440.868,0.01552461,0.021433,0.018166,0.0098083,0.0095545,0.020355,0.0094406,0.013033,0.014535,
3440.385,0.01554071,0.021441,0.018178,0.0098174,0.0095521,0.020376,0.0094265,0.013023,0.01454,
3439.903,0.01555012,0.021448,0.018189,0.0098283,0.0095533,0.020396,0.0094178,0.013011,0.014543,
3439.421,0.01555311,0.021454,0.018201,0.0098389,0.0095566,0.020414,0.0094147,0.013002,0.014542,
3438.939,0.01555153,0.021458,0.018213,0.0098469,0.0095602,0.020432,0.0094173,0.012995,0.014538,
3438.457,0.0155495,0.021458,0.018227,0.0098501,0.0095624,0.02045,0.0094251,0.012994,0.014532,
3437.975,0.01555081,0.021455,0.018241,0.0098476,0.0095622,0.020468,0.0094373,0.012998,0.014525,
3437.493,0.01555843,0.021448,0.018257,0.0098393,0.0095596,0.020486,0.0094532,0.013007,0.014521,
3437.011,0.01557282,0.021437,0.018272,0.0098261,0.0095545,0.020504,0.009471,0.013018,0.01452,
3436.529,0.01559212,0.021424,0.018284,0.00981,0.0095476,0.02052,0.0094885,0.013028,0.014525,
3436.046,0.0156129,0.021409,0.018292,0.0097943,0.0095399,0.020535,0.0095031,0.013035,0.014536,
3435.564,0.01563145,0.021397,0.018292,0.0097824,0.0095322,0.020548,0.0095124,0.013037,0.01455,
3435.082,0.01564553,0.021388,0.018286,0.0097779,0.0095251,0.020561,0.0095154,0.013032,0.014567,
3434.6,0.01565436,0.021385,0.018276,0.0097835,0.0095201,0.020578,0.0095126,0.013024,0.014584,
3434.118,0.015659,0.021389,0.018264,0.0098001,0.0095178,0.020599,0.0095057,0.013013,0.0146,
3433.636,0.01566096,0.0214,0.018253,0.0098258,0.009519,0.020626,0.0094978,0.013003,0.014614,
3433.154,0.0156624,0.021414,0.018246,0.0098564,0.0095241,0.020657,0.0094917,0.012997,0.014624,
3432.672,0.01566415,0.021428,0.018244,0.0098859,0.0095323,0.020691,0.0094895,0.012996,0.014628,
3432.189,0.01566783,0.021439,0.018246,0.0099083,0.0095425,0.020725,0.0094919,0.013,0.014627,
3431.707,0.01567397,0.021444,0.018253,0.0099191,0.0095535,0.020757,0.0094984,0.013007,0.014619,
3431.225,0.01568356,0.021443,0.018262,0.0099172,0.0095637,0.020786,0.0095071,0.013016,0.014604,
3430.743,0.01569751,0.021436,0.018271,0.0099046,0.0095726,0.020813,0.0095165,0.013026,0.014585,
3430.261,0.01571571,0.02143,0.018281,0.0098862,0.00958,0.020839,0.0095248,0.013035,0.014563,
3429.779,0.01573636,0.021425,0.018291,0.0098671,0.0095866,0.020866,0.0095311,0.013043,0.014542,
3429.297,0.01575667,0.021425,0.018299,0.0098525,0.0095924,0.020894,0.0095348,0.01305,0.014523,
3428.815,0.0157722,0.021429,0.018307,0.0098448,0.0095974,0.020921,0.0095357,0.013057,0.01451,
3428.333,0.01577934,0.021437,0.018314,0.0098446,0.009601,0.020946,0.0095337,0.013062,0.014503,
3427.85,0.01577653,0.021445,0.01832,0.0098505,0.0096024,0.020968,0.0095291,0.013067,0.014503,
3427.368,0.01576574,0.021452,0.018326,0.0098599,0.0096012,0.020985,0.0095225,0.013072,0.014509,
3426.886,0.01575114,0.021456,0.018332,0.0098714,0.0095979,0.020997,0.0095146,0.013077,0.01452,
3426.404,0.01573918,0.021459,0.018341,0.0098837,0.0095938,0.021006,0.0095066,0.013083,0.014535,
3425.922,0.01573523,0.021461,0.018351,0.0098964,0.0095912,0.021012,0.0094997,0.013089,0.014551,
3425.44,0.0157421,0.021465,0.018363,0.0099092,0.0095917,0.021018,0.0094945,0.013094,0.014566,
3424.958,0.01575842,0.02147,0.018376,0.0099213,0.0095968,0.021023,0.0094915,0.013098,0.014578,
3424.476,0.01577996,0.021478,0.018389,0.0099313,0.0096063,0.02103,0.0094902,0.0131,0.014584,
3423.993,0.0158012,0.021488,0.018401,0.0099375,0.0096193,0.021038,0.0094901,0.0131,0.014584,
3423.511,0.01581731,0.021499,0.018409,0.009939,0.0096338,0.021048,0.0094908,0.013098,0.014581,
3423.029,0.01582687,0.021513,0.018415,0.0099356,0.0096476,0.021061,0.0094913,0.013096,0.014577,
3422.547,0.01583151,0.021529,0.018418,0.0099283,0.0096592,0.021077,0.009492,0.013096,0.014574,
3422.065,0.01583556,0.021548,0.018419,0.0099194,0.0096666,0.021098,0.0094923,0.013098,0.014575,
3421.583,0.01584347,0.021567,0.018418,0.0099108,0.0096691,0.021122,0.0094918,0.013102,0.01458,
3421.101,0.01585866,0.021582,0.018417,0.0099045,0.0096656,0.021149,0.00949,0.013107,0.014586,
3420.619,0.01588141,0.021591,0.018415,0.0099007,0.0096554,0.021177,0.0094864,0.013111,0.014592,
3420.137,0.0159089,0.021591,0.018412,0.0098998,0.0096389,0.021205,0.0094807,0.01311,0.014593,
3419.654,0.01593671,0.021581,0.01841,0.0099006,0.0096171,0.021229,0.0094736,0.013104,0.01459,
3419.172,0.0159595,0.021563,0.018409,0.0099022,0.0095918,0.02125,0.0094664,0.013093,0.014582,
3418.69,0.015974,0.021542,0.01841,0.0099046,0.009566,0.021265,0.0094613,0.01308,0.014573,
3418.208,0.01597885,0.021523,0.018413,0.0099076,0.0095427,0.021276,0.0094598,0.013066,0.014563,
3417.726,0.01597517,0.02151,0.018418,0.009912,0.0095242,0.021282,0.0094623,0.013057,0.014557,
3417.244,0.01596627,0.021505,0.018426,0.0099177,0.0095118,0.021285,0.0094681,0.013052,0.014553,
3416.762,0.01595675,0.021507,0.018434,0.009924,0.0095052,0.021286,0.009475,0.013052,0.014551,
3416.28,0.01595128,0.021513,0.018442,0.00993,0.0095037,0.021286,0.0094804,0.013056,0.014549,
3415.797,0.01595335,0.02152,0.01845,0.0099339,0.0095053,0.021286,0.0094819,0.01306,0.014546,
3415.315,0.01596517,0.021526,0.018458,0.0099345,0.0095095,0.021288,0.0094786,0.013065,0.014541,
3414.833,0.01598679,0.021531,0.018467,0.0099312,0.0095158,0.021292,0.0094708,0.013067,0.014536,
3414.351,0.01601601,0.021537,0.018476,0.0099245,0.009524,0.021298,0.0094601,0.013067,0.014532,
3413.869,0.01604891,0.021545,0.018487,0.0099165,0.009534,0.021308,0.0094487,0.013065,0.014532,
3413.387,0.01608158,0.021556,0.018497,0.0099096,0.0095449,0.02132,0.0094385,0.013062,0.014537,
3412.905,0.01611022,0.021569,0.018507,0.0099066,0.0095552,0.021334,0.0094304,0.01306,0.014546,
3412.423,0.01613302,0.021584,0.018514,0.0099094,0.0095632,0.021353,0.0094245,0.013057,0.014558,
3411.941,0.01614987,0.021599,0.018518,0.0099185,0.0095672,0.021375,0.0094208,0.013056,0.014572,
3411.458,0.01616235,0.021612,0.018519,0.0099324,0.0095675,0.021402,0.0094189,0.013054,0.014585,
3410.976,0.01617253,0.02162,0.018517,0.0099479,0.0095655,0.021433,0.0094188,0.013053,0.014595,
3410.494,0.01618175,0.021625,0.018514,0.0099613,0.0095638,0.021466,0.009421,0.013052,0.014602,
3410.012,0.01619028,0.021626,0.01851,0.009969,0.009565,0.021499,0.0094257,0.013051,0.014606,
3409.53,0.01619692,0.021624,0.018508,0.0099686,0.0095708,0.021529,0.0094328,0.013048,0.014605,
