0	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol
Ibuprofen	471674.39806730056	376100.49185055593	793914.6949278364	229380.38819096988	748562.3754514857	438579.2251630711	359618.61894725345	357681.87812886166	415683.02227607265	194017.1368898003	393282.64086907054	633665.2934910271	309337.3809278308	517146.2363004302	575709.9788115027	319222.51777238416	190845.54791055445	241261.0095574038	31586.73162864435	16504.05922311235	28957.377298367315	83730.26926625748	90211.2550830548	133376.15174528022	19888.354600871313	52272.375246682626	48542.16923799342	209649.34873044168	178030.3902636953	243229.3595974856	213769.56069500808	48530.71606786783	106003.44295139668	96094.424459747	45195.91261342116	57076.687261438026	120810.73676896442	24478.126479982096	114575.56620148124	115820.25533592986	114939.24491680277	33706.12157546452	28613.32644223664	0.0	64740.0802955171	138430.08636264733	51147.86509093022	66376.79086781765	58836.0565594772	110076.56427524613	268094.01584240946	246025.5060269566	235397.68080956096	251187.7210313237	216066.01121448993	292354.583698238	263285.058222281	217471.7218246548	291579.2178900442	247317.49448334612	333579.2376672894	301728.62507067545	241267.83664326253	252858.13110238322	237573.9536937076	252539.11896270645	229063.79577161476	259768.91206422288	260687.55565578863	232993.75978253176	252190.77282198498	275952.1756082022	241280.39869562534	206558.52908430118	242503.38911151292	259740.67631472362	236302.64790458867	258728.10232556876	192718.96900328711	162384.63668161482	280420.66895327065	247271.75570519565	276653.741998477	251069.8577749425	264310.89115885855	257564.96722205853	245701.55012868738	258337.96111425434	260833.5334126155	232746.10223771704	242933.0750207758	242080.05759799798	218407.63450339818	251676.92809310116	242968.3633983858	235919.67453383395	216378.93776987604	224981.53157234946	254123.81221040685	235576.38680769745	276537.10821872466	277177.28538029245	255374.7468278538	258988.65685680922	299855.51119991107	239398.96830356194	262098.77318175294	240473.14110496824	251127.97872399623	263718.60116370424	324475.31517332705	290597.89756066725	318260.6427217165	349178.59508297464	337168.6292907452	290041.76081014617	290324.5118785875	262197.32684432546	292962.9269172981	259418.13054716657	285596.66974427435	286058.4300456989	292966.7103023989	277868.68489923363	293254.53025932924	306033.2951949508	262512.549432975	231693.31079064423	234006.39805892052	284919.15196590504	234483.5077709517	246685.0699899366	295974.34233488864	260900.72021548735	264294.1513976803	265761.2502818086	241296.36248010452	245698.6102895168	255110.1095154991	252712.3887233811	275846.8766411537	232779.08281737866	280879.47250064433	284585.24246548687	288537.869697463	321650.8603177674	353202.09069745074	319157.0461900227	266771.59992289316	251205.32526227774
Ibuprofen	507237.62705258775	406753.67811551504	834899.652095599	239519.3890794019	789289.4160112379	471653.4213237402	390536.74500569067	385756.7124878325	448074.2578458393	174669.25590537552	425601.124062731	671694.2381862742	335246.4865903594	553214.3934189437	613200.9527043232	347531.4008945524	149255.24114702854	249235.98094912287	39150.941396727576	50633.15558850746	37503.59889250633	19521.135280254584	25836.858158646137	70363.14156921924	55490.04193907234	13578.454604998316	17978.01408943714	148487.7199527703	115836.48340329419	185652.38219886378	163711.5827781126	18270.278958735147	46396.02385786956	36419.86868976877	50929.304194441844	110468.05022661536	59420.3093351928	71959.02187509219	54117.4078629049	53859.53297356003	53341.27020552472	92285.52499915686	90782.34394010762	64740.0802955171	0.0	74919.52474168538	18725.390056017503	4574.414841266585	6330.199241730068	45696.4769757626	241919.74315710572	213026.55243929103	190915.3369489995	219944.2415572184	198861.2489530076	294495.8272304034	257028.0617996018	203271.13495317037	304295.3034306971	244583.26331032946	351931.4525766912	314405.939609814	205232.49473358263	223048.72320374328	201790.42359039237	218384.6593670672	192871.00435542423	231834.14972449612	233258.22067146958	189151.11073247783	239193.9496128191	259968.15607195054	214373.7810895028	182122.1230130487	209040.7180725802	229120.4589163963	200382.99611351785	229548.50548313305	229452.7403467647	185531.7967479701	320785.10443081654	283869.57279754354	253773.39856259574	216054.68902164564	241743.57537535497	225938.66102575287	221313.44141802588	230565.42357860174	233625.34157218473	217085.51345094427	231991.95290901797	238382.44886606067	200737.73209030746	216096.32965622112	208697.6268131963	196000.3519795821	181655.1786920208	195038.73484672233	222384.8875761124	195870.3017541454	279095.9105611986	260148.28237416066	231793.20331405845	236669.22400966292	289501.53096108173	214342.1755079479	242841.5114648027	209364.292746686	227372.1778140632	242601.21764009132	320842.6094100658	279651.81447777146	314324.1498603789	348450.52727084514	335001.00680202467	278343.50626249565	278155.0755347637	247594.55516404245	282918.3588629059	235348.764457162	276596.2063294974	277452.7785931148	283023.3028359326	267786.3775987869	283309.36456578725	299004.60527699254	243080.64089616446	200942.51073279645	199929.06534163555	275987.97637395764	200754.12282301963	222663.1060701121	285722.84614335623	242442.28178428393	243412.8766766667	248271.21736721712	210998.24002308605	221275.80792673628	233934.14097736997	229655.04382455707	258829.3251018321	199976.27745167664	268114.5722811614	270787.80854741187	275396.6001771986	315536.654788964	353050.69795212155	314137.17297449894	252073.2552406738	225206.20543208104
Ibuprofen	549439.874516985	445258.97137809574	880358.1188805656	263213.9870969816	834695.9563344955	511649.9095896236	429895.242807245	422002.2937684818	487782.8204270215	171057.46871679593	465595.3255375747	714837.5166478046	370706.4212275801	595351.5079358831	656266.781646253	385159.26953094336	116683.66867107678	269819.3206980839	112459.92283933873	124654.00127115854	111662.04965318338	56656.5484171953	51087.57778550489	11286.922712147913	128798.85612931513	87539.5713068096	91930.4444201157	77391.63818648881	42976.0569208205	119913.14542785051	113617.22866705901	92170.42118125528	41380.16595616794	49208.45711704437	115067.02534953263	179332.21671810676	27720.90012192964	142995.4986724408	33295.65559048213	29544.17344502971	36421.25970779711	164969.65083066028	163819.72202381497	138430.08636264733	74919.52474168538	0.0	91033.17659990778	73165.59724556339	80574.48849455999	30358.911333056705	227511.83587294968	190783.89437630697	152024.61209656132	199781.56380632307	196383.41093251744	309156.5518483474	264486.294751089	204130.39036432063	327497.0760242604	254930.94742202252	378991.2558112652	338017.26812736935	179052.26850372495	204636.77703389496	176078.65423261852	194330.83909922797	166804.2971523514	215417.40128805744	217518.72589512853	151372.53927489606	240162.18737361612	256962.75933062725	200114.22506191328	171915.54397040413	186441.60899343257	209370.1229031494	174695.26019875298	211772.04493629455	280529.4620054019	228837.91689038364	371619.0051482972	332539.5118175584	242805.37851952526	190891.39699101163	231653.43562451197	204994.63056624195	209624.33192315692	214457.4640555557	218028.90007822352	216117.7425528965	235481.41197045677	248902.79407218416	198261.4277879083	190169.2916190993	184994.70983176806	164318.11088343235	158452.9613881989	177841.11221506103	201413.564353645	164544.18563978496	293769.4764464691	256274.85540414986	221301.79747248418	227523.88612904813	291874.9500612717	202626.10313787282	236881.31553174433	190381.9205420515	216829.16424381186	234693.2894897227	329422.5623173375	281798.432633629	322792.33064512257	359439.40771513915	344833.9170741622	279745.41841921175	279057.99221568624	246847.86398630223	285538.97668679093	224207.05677478798	280669.3192500558	282032.4814774712	286099.4947552338	271129.8952779279	286402.72810280626	304706.4858444437	236997.8480237109	182908.4857211386	177229.17297482377	279694.8380880067	178465.95428607662	212078.9034229241	288460.76701315906	237497.2590953212	235717.19828966635	244107.27952422874	192853.34173957174	210249.18369713105	226133.45559240007	219938.73411005017	255128.37337460121	179016.63096564528	268665.9666619314	270114.1983693378	275341.0918638915	321820.37968539173	364497.75606088457	321444.8099682277	251088.69364710533	212103.65900131155
Ibuprofen	507335.5568822374	408216.7533691504	833371.9993908716	245980.70712435944	787828.9397436026	472479.28309935494	391874.401242298	387969.55298220285	449061.11585572653	187206.79061732697	426593.9539983307	671098.5446498817	337963.57025497593	553176.9397861781	612743.1109278662	349571.83063985594	165203.31082144688	256306.98563655597	23270.463371407102	36694.54937943786	23298.348180933328	36898.39894114646	41587.452502407476	87244.92217200946	39089.6240858108	11983.34380671773	7655.938835309486	163876.4833978883	131956.50563975837	201286.2826154699	180053.8958803858	11622.765047096147	64813.77011939672	54781.04375429517	50595.807163044636	101915.40478750035	77417.64405017765	62996.28611077001	72319.29725854649	71849.86237634695	71130.04102094134	76113.39974498577	77442.73009928057	51147.86509093022	18725.390056017503	91033.17659990778	0.0	21681.00002283105	14338.772194647654	62150.352096592236	251487.47050910897	224388.09747493287	204454.97783668706	230826.5574908789	210182.84679088334	300616.6160899461	264745.25229206675	214066.5140729858	310107.3797296511	253205.6477155674	356513.8610808703	319604.2934171252	217218.0638216352	233729.92056852716	213969.3306534371	229573.16893604968	205645.1094345306	241993.08350126454	243304.59356220547	202725.78998198523	247986.34063740307	268147.13953350275	225215.38107869102	194869.33020039325	220547.47490962115	239541.39206256188	212520.10286944613	239813.202342511	227963.1230597397	187151.48526453122	318659.427769053	282756.3075047663	262721.1754307978	227413.62678755642	251123.80997593567	236585.8226321264	231762.0795934055	240744.1351657604	243689.75522001306	226973.0333600669	240911.62806159863	246673.81525729486	211643.87440842684	227494.45477786934	220295.97430554644	208866.9650745426	194883.67234635173	207042.2401045259	233185.12025129265	208682.40364532426	286099.4808218469	268393.73260785383	241553.41757377482	246131.33247117876	296494.74839146796	225059.93795833582	251940.0696711819	220639.49289841566	237342.44688247397	251725.7784992883	326646.17350856867	286899.3946357151	320256.6760554103	353461.75481239863	340355.68402437423	285665.88759715424	285511.4627782222	256120.03788557817	290248.0671451749	244955.72286390633	283930.1586240886	284691.48725813715	290127.658876347	275393.1596197877	290387.5041518489	305492.8352719913	252136.90962439452	212609.53272628642	211939.00463418706	283591.59241720545	212717.737504633	232832.40926413136	292762.16848136287	251482.7274506938	252509.3718417199	257060.91291907817	222210.33631694558	231534.70097305047	243479.76833960964	239444.53359594828	267055.6407294926	211917.66725882	275842.5828817223	278500.15577270265	282912.9642869521	321538.7055894512	357962.3241760924	320182.27845213463	260449.2903117993	235381.0292938977
Ibuprofen	506747.3261381653	406173.11507070536	834640.4453125851	238402.1313539167	789024.0762290463	471130.82279259834	389973.81592873705	385059.7592626107	447550.5594778094	172764.49535795717	425053.0320674349	671308.2154302303	334486.9276399902	552783.4003160638	612814.1768132895	346860.65935362293	147048.96818078493	247959.4653896312	41139.241061424524	52469.51600415235	39699.54959354074	18453.858427711006	24532.48707876965	68213.88940904918	57837.85825910224	16199.223538799642	20616.347428679037	146803.2440672494	114061.6096009764	183635.12936713608	161692.27688191785	20828.825407353164	44012.256101454266	34317.69316955908	51286.06150963437	111576.12571312016	56979.45063029301	73223.92998753896	51778.84876665371	51540.99425748409	50930.3871057623	94411.30699598414	92616.05855811409	66376.79086781765	4574.414841266585	73165.59724556339	21681.00002283105	0.0	8626.143301615164	44046.89291235418	240882.95075210257	211797.91147532585	189456.53602731688	218764.39116890085	197402.0889167844	293661.4598394552	256060.5198781334	201882.46122729385	303357.8752372189	243412.90754327326	351119.8288473038	313624.7193149956	203943.07552223981	221893.4206858329	200461.4787905894	217203.6803502882	191428.23279205675	230716.84340064987	232167.8492841329	187683.08431979144	238135.78693421956	259013.43054222115	213150.13773002807	180510.51091124868	207800.85912594333	227987.71561608318	199070.35854267725	228440.14258347865	229514.8996288912	185301.72358553487	320854.16238224215	283837.91710661206	252759.94700333744	214852.90672592729	240692.34656652453	224794.509679863	220103.07983981067	229448.83054393626	232515.9056401518	215905.89809905578	230911.93121495497	237314.60420909608	199408.3303984064	214906.08901901753	207467.55766981957	194611.69652531168	180155.12810644615	193673.50140158553	221215.45303156364	194482.04911492503	277986.8893058818	259151.51248113913	230627.64136976373	235538.87121342	288613.47628163506	213025.42569364802	241719.88066298922	208059.95952393152	226175.01433931655	241515.4267691958	320057.6879490012	278737.4615248372	313529.772601662	347763.9245098748	334277.86257948616	277427.8635971524	277241.93078033853	246524.34324305606	281947.3098801266	234224.2766170597	275627.04524271557	276505.645238393	282118.63523032336	266801.0393414908	282410.3016756826	298164.0932670299	241977.32084203698	199570.83675878105	198538.21109645368	274924.24360024027	199366.37073894843	221439.4975301608	284832.8526449858	241322.61461912323	242325.61432681853	247174.0193664373	209682.3156843228	220047.01479604313	232770.05878248165	228482.50760225687	257844.34273218003	198577.4724692359	267145.30122379074	269832.76010427217	274466.5707388062	314763.9848235975	352369.1527682581	313331.1926700724	251030.40369355635	224011.41223575387
Ibuprofen	504228.3076449789	404110.15409816185	831506.0005124965	238440.97841866428	785913.0998473443	468865.1908794787	387892.3187455773	383344.05992473644	445350.13564446097	176023.85271433418	422835.54567361	668506.3044415213	332953.2169444828	550175.5704857408	610052.8141556679	345036.2455096997	152701.75937628743	248389.90184845967	33896.53983063755	44960.36789139966	31876.363367391852	25488.105969451673	31760.499966310363	76051.94133097447	49921.37655173385	8868.901957965249	12914.198963156792	153915.5051517436	121407.00489277227	190757.6039848286	168110.78554985937	13882.251160024445	51635.72759107779	41592.0969584367	47548.836508688524	105492.75694942284	64974.99703139666	66816.01570102783	59495.58684894199	59484.5298800453	59093.365856979144	86497.72507303301	85142.27673852755	58836.0565594772	6330.199241730068	80574.48849455999	14338.772194647654	8626.143301615164	0.0	51493.01014246882	244369.82785090315	216052.4376417676	194957.93758257208	222815.13042942088	200298.80982055297	294512.6712575877	257729.76200078227	204477.42794736548	303274.0999364108	244832.50860935537	350424.1841225285	313496.20658596494	208521.24003671674	225797.80384636144	205047.27174334673	221521.55118112086	196133.05684730955	234412.96839586322	235805.35824802614	193130.434511731	240450.30532224313	261529.24531939047	216839.24441025464	184148.73953394318	212107.5922007035	231937.94647487058	203659.97734186752	232248.64367199226	226179.27287622934	183328.1966453879	317322.92050280544	280718.1593997437	255918.28229821744	219265.7391059534	243861.7531820439	228845.95355341115	223538.08797770913	233131.12758797346	236139.75266502655	218530.5723899063	233052.13069474374	238791.0940126116	202306.19002215433	219361.43029938047	211841.23230594175	199631.9732788317	184762.4102822595	197737.74355724297	225299.8050604127	199481.90953387247	278753.81791829946	261517.17992877992	233710.49941175603	238481.10132361433	290315.60175672604	216366.19380933786	244380.91248309467	211957.13663106514	229303.18548535276	244315.26031754684	321113.3728286946	280511.97853779804	314619.0334989448	348504.39751467964	335165.03718259407	279268.921870157	279123.01450509235	248743.50411088136	283673.61606860795	237319.6875368431	277276.2167409066	278110.7511299051	283801.13024641055	268562.28929140436	284088.37229276006	299550.79887109285	244638.6344928988	203500.79694581046	202783.8341550431	276615.64815060695	203579.49094159773	224616.10368584437	286533.582783275	243916.67355769282	245103.47042016778	249656.67205456385	213507.56865947382	223265.3197964923	235638.1249194621	231528.00318953034	260202.3221870437	202712.66835905923	269124.35348944186	271887.0510977122	276445.38034096383	316021.46403152717	353057.9055217997	314521.13667922234	253239.48284086713	227340.91511388065
Ibuprofen	533555.4138919488	430677.80746922246	863603.423158705	253676.3389421066	817929.1612203598	496610.3949779892	414911.2303207563	408269.4021304908	472818.92045544065	171192.65606867243	450446.9919902324	698824.964000589	357094.8480351913	579584.8374566848	640221.1620652112	370725.1107243884	127932.97516327682	261572.7113318344	83811.91940788855	96068.26302575883	82959.1920233219	27323.152112126434	21723.241919069067	27382.867358594896	100322.45712904159	58645.423329774	62989.06707828277	105907.95885286805	72356.44567876172	146254.31076593001	132864.78263977717	63275.18124606518	24735.049029997885	26063.205348851516	88842.5179622821	152706.0848882794	24038.90391774133	115477.46611969109	23901.193759484046	19325.62342172694	22995.911519728874	136831.60585101112	135741.9738559169	110076.56427524613	45696.4769757626	30358.911333056705	62150.352096592236	44046.89291235418	51493.01014246882	0.0	231503.43132753865	197788.3255321263	165834.7241838281	205981.0330411331	196128.51854620807	302763.5860505429	260574.4266341048	202647.93780796873	318486.2332281075	250314.69742294875	368769.4694606004	328719.9368185422	187606.18772165902	210166.700292031	184454.15316128387	202044.66282706498	175351.23775311784	220202.87469365261	222027.63812333904	164722.8000904987	238545.5190851515	256750.59047656803	204057.51211295914	174517.1220245865	193566.48086433875	215418.61600131117	183039.92522476186	217048.28333306	260497.8732603249	211011.1341015785	352096.22906415013	313623.4354290004	245541.8309565651	199042.79402260357	234053.50002684514	211501.8512046891	212648.76479442426	219113.24836793495	222508.90980491624	215190.76153731215	232985.19329122262	244004.48352377562	197892.561589809	198617.0331195751	192554.2532066957	175110.17232882947	165864.33593943698	182891.48594272614	207932.90158564193	175187.57346072345	287366.2364722581	256047.92773480536	223499.25124008264	229220.51662920462	289455.8735053172	205326.66996698844	237454.23835999725	195762.09650157604	219057.1172526526	235927.24267327852	324813.03404983657	279426.8800867278	318212.93296017736	353980.85971349134	339769.7197040116	277632.66980015975	277124.50492430734	245514.48546841464	283070.70667625853	226629.4724090819	277676.7626227124	278834.74768202106	283413.16200873983	268365.067633827	283702.4549837704	301091.826369044	237589.95133785103	187904.4186228746	184076.65070853612	276909.1412474666	185167.4269388125	214294.94726198813	285868.1030841888	237674.64482101268	236877.16812540285	244027.93888352305	197951.42696673944	212640.51723344348	227370.11473408825	221839.10244269832	254812.44175103866	185193.54724787356	266858.302033777	268748.35185810976	273740.66255812347	317990.17301194445	358887.2217984368	317286.77446531266	249829.95221950952	215255.48023621336
Acetylsalicylic-acid	521246.7599111771	425798.9875414688	836350.2897643968	271945.2807420089	792370.3064392316	484853.2152269073	412894.9919787842	402992.8200396384	463269.3145209594	212659.87197090487	444383.4293628655	675898.454253168	360683.11677368527	563302.8389912398	621017.0953358276	374740.6143976793	200128.5816006238	272931.9426617988	258597.18214851065	261737.38371640755	256822.46121402626	235482.84884082316	236168.23581343447	223933.27001486413	267429.5897176301	245903.566645667	249323.52053137656	229817.87018549364	223534.7183133071	230271.00762630277	204909.22079930597	246367.52610961162	221634.643947421	225325.90287106388	240915.74269779454	273406.81527974026	220019.74387356703	260058.285841886	220442.2477438024	222091.0078765238	221658.43487272656	289145.7864004422	278585.3084940775	268094.01584240946	241919.74315710572	227511.83587294968	251487.47050910897	240882.95075210257	244369.82785090315	231503.43132753865	0.0	47483.59578917751	103503.42958525573	36522.5237433012	157012.26770991497	160453.29659511524	115397.65799694532	155561.99174544527	280198.1701544822	198061.15189857408	345917.9898721083	247698.96918919552	62462.560465209855	31711.34636782234	65859.82205495247	45999.018399418055	80069.34563607967	19020.02028022055	15291.27650132584	102232.67436436348	84877.9325913397	54010.70981842399	48949.96300499105	151480.6439648314	51936.42116511303	27508.86285690486	66043.51631136853	20863.709754020234	292165.4881864042	226962.97377173655	372323.2328393302	323821.9113622178	22581.271962181385	50212.30124620854	23421.993950131604	32531.13736576082	47919.240997849716	19374.7554849087	16342.8748535868	100199.37936065282	106659.44781246512	156130.78333960928	121888.15757422867	53200.86846311821	54289.71853841203	83016.53336643241	100141.98999675391	77344.5218076239	36655.47437641471	81835.02919520454	286648.9690681276	278602.1289976911	254539.2971806132	258627.50189424172	302767.1750833139	238629.14700371356	262525.11736729095	237088.6409865304	250315.62034050134	263965.44844560075	330234.4401763086	294666.69409081497	324472.9952347196	355618.2918188121	343630.8541406752	293684.4455160335	293499.48124855355	265896.7722153839	294823.6166689496	258323.76667193603	289903.47624223126	291146.7293838967	297143.62880516204	282747.941737442	297625.36001216416	311094.1981585484	263218.4542332275	228870.3373437459	230055.66498028275	287476.438009045	230443.3248709105	246152.75869750063	299511.3018133705	261512.447997777	264542.474037819	266706.11484377313	237723.36527918346	245084.89875390098	255349.4500597954	252515.39472392426	277870.14589906984	229314.36750018538	283810.53937760985	286938.57504575764	291118.6375493328	326390.5299111325	359446.9086111329	324088.3819545375	269648.5982044964	249616.01684331245
Acetylsalicylic-acid	523577.0012800315	424243.172042062	844137.7706309076	256654.5133409893	799683.8486292013	485810.325730382	410947.22730768006	400221.06842357735	463446.6141953244	181845.79017651078	443884.3913657813	681518.9988456742	355420.82857180753	566616.7738543405	625588.3568726638	370503.41475430434	159332.4944632563	257473.7326161909	233984.1755726656	238301.96376987788	231936.08622540862	204515.60735547755	204797.6868624743	187599.46257652206	244325.30419829642	218324.72382272722	222285.67591864735	187333.89862125425	182904.2701765697	186309.52785433896	160865.19458382798	219509.2638216894	187976.39444140307	192893.97976606232	216212.108348816	255854.72133411956	184862.533719356	238646.54405301996	185737.56263591364	187469.51133376348	187931.96154732388	269374.4326501685	259193.8966296273	246025.5060269566	213026.55243929103	190783.89437630697	224388.09747493287	211797.91147532585	216052.4376417676	197788.3255321263	47483.59578917751	0.0	59233.10786443671	12082.366588131661	134721.14631942517	181670.5125143595	130314.38635503744	136359.4169502055	275535.5378918838	188280.17815989026	340702.0867633918	253516.23324501322	17606.650071492877	19470.275598203527	20764.65614788745	15587.384761402416	36126.25999380504	32152.08123667891	35070.427786526896	57481.47543965799	95509.36018218318	90830.82412452275	32364.788830764835	121263.55924435839	6808.763434721464	26550.597854097377	20114.513786318556	27649.938395048892	285875.1048208116	219852.50361885823	369525.8895408548	321703.3843410881	67099.37649799732	16224.096320288543	55625.72425515014	22142.74626779616	43252.51588959881	31492.001218245867	35491.64171843843	93776.5060763622	109214.42304480675	153380.40592419243	104212.56718539276	21668.102634979346	11116.522325349775	37948.50380673791	60396.26207754912	44363.18741569414	17278.387078370477	36225.479233683	274829.93113436276	260986.90595644817	232243.65562295658	237271.31828900438	289418.6027572866	213855.5061585975	242638.43040998274	209951.85145011224	227546.85713404117	243563.05841217557	320753.8021115728	280369.4022980756	314530.9340406761	348485.2298771933	335392.08348769945	279119.06647284084	278818.414189881	247905.77023786647	281026.92395838187	236281.06614280125	275881.42065115593	277312.6806150595	283424.02705368854	267758.0331003533	283931.48354365356	299346.8623425339	243321.76526689954	200894.12509630536	200566.55708295465	273208.7572407125	201121.18011877852	222859.84940046933	286026.342410048	241964.50094817602	244271.39589247847	247892.18756481644	210905.78710801166	221501.9766630085	234013.26050779695	230226.17993758467	260226.14674056097	200227.95743801634	268225.9824598281	271203.64068389614	275984.785305658	316015.53108526126	352763.19223477656	313883.81171723414	252159.41716152502	225956.06559218263
Acetylsalicylic-acid	550294.081216517	447553.8680121867	875697.2670696307	266891.93477124826	830830.2074574974	511499.4895554054	434040.1950058888	422622.18708299036	488527.8364282322	171346.41668729347	468158.31118480663	711030.1214858127	375346.4719280974	594212.4753012174	654240.3658947375	391284.420651705	125470.06139789535	267700.1972780254	218349.72989280266	225400.14463952772	216561.20566851302	178750.28675607778	177401.22645421588	150679.33130897538	231057.3123226142	198778.12624916778	203179.3826742517	132870.51170883034	134853.6646925831	129361.77637815128	113960.14854557188	201052.841819906	159250.396740322	166231.338921847	204765.45151274928	254870.68039556852	152210.47929626922	231036.15394844612	154646.8123464236	155697.39500402694	157587.51721083996	260723.06827099144	252989.4185356572	235397.68080956096	190915.3369489995	152024.61209656132	204454.97783668706	189456.53602731688	194957.93758257208	165834.7241838281	103503.42958525573	59233.10786443671	0.0	69783.8713770595	144532.85190308807	230329.47603693686	177971.15257718033	151121.02921440138	299497.8280111061	209626.1210751658	362283.34664595046	289496.94021623046	43623.7108057075	76695.02954409762	43046.812445987256	59937.082300525755	41449.20877942062	89128.97042415556	92084.29538889899	6323.078236112538	144219.23685822892	147523.2538183049	82306.84566887506	120847.87281483276	55492.19510714995	79412.78522284677	42271.44298081154	84122.24192976554	304401.7481857328	239714.1016378468	391365.73212983203	345234.6365554158	122667.45496936001	55402.26455705576	113203.83970727328	73723.61412627563	94318.81600295876	88730.82622138705	92598.32992581457	130163.37083938016	150904.2498979733	186026.04093349393	126744.6861172885	54486.114342463414	52784.91675384176	23903.010654517948	58164.93681523258	69167.09903949994	70358.29705351038	24109.27643314909	284795.98548944213	255590.72960809822	221033.47976473247	227256.79896077467	289650.339820412	201249.43007106884	235395.25825147802	191433.4180946737	216251.24102210352	234604.72855461543	326227.73578941723	280022.40889168176	319751.9228109822	356138.94844147546	341921.6629548645	278194.5081473932	277540.1607173993	244722.26126200688	281644.5904919352	224628.312675386	277244.175615503	278973.0941767505	283958.2632636527	268253.09902092454	284442.36555995	302210.52503478434	235897.46848149947	182853.28249558466	178676.35207136383	274590.9799525298	179600.03742185025	211385.57992072206	286419.4230271574	235594.13852768074	235519.56694253653	242220.97635058398	193148.4105586946	209643.62344302295	225048.2617426533	219560.5437206815	254860.6095972461	179710.79914312335	266606.0985763825	268622.3193214221	273963.5257117815	319580.10509323	360926.00295413757	318347.329711653	249010.88339773417	212528.65868922893
