Cluster 1	Cluster 2	Distancia	Elementos fusionados
1296.0	1327.0	0.5079001682232656	15.0
1320.0	1328.0	0.5125081189631859	24.0
1274.0	1300.0	0.5131473994265553	8.0
1269.0	1358.0	0.5140735119371035	23.0
1312.0	1315.0	0.5151322588574118	14.0
1240.0	1311.0	0.5167075112673737	16.0
387.0	1352.0	0.5210603225885282	10.0
1246.0	1291.0	0.5245400494204879	28.0
1174.0	1295.0	0.5287328302704712	17.0
481.0	1318.0	0.5404415544481795	3.0
1297.0	1339.0	0.5735410421595835	19.0
1211.0	1263.0	0.5747777378655469	13.0
1273.0	1341.0	0.5754182029863657	11.0
643.0	1345.0	0.5890804369137257	12.0
1313.0	1376.0	0.5980949940212291	25.0
1258.0	1262.0	0.5986002465897297	16.0
1292.0	1385.0	0.6010912180539145	23.0
488.0	1314.0	0.6031469693184522	6.0
471.0	1289.0	0.6179010983531936	3.0
1350.0	1357.0	0.6203805385031503	10.0
1333.0	1384.0	0.6389458854203086	39.0
1325.0	1364.0	0.6427801249038042	25.0
1151.0	1366.0	0.6463631420909011	18.0
1287.0	1326.0	0.6469503888072604	18.0
1351.0	1383.0	0.6632513354488994	15.0
1260.0	1363.0	0.6823886969990199	19.0
1356.0	1360.0	0.6949104080712769	19.0
1349.0	1372.0	0.6969115767321528	11.0
1214.0	1391.0	0.7023751440740942	27.0
1380.0	1400.0	0.7201442828489585	41.0
1353.0	1354.0	0.7370538648768907	5.0
1368.0	1388.0	0.743053850301492	18.0
1371.0	1387.0	0.7512608996907137	30.0
1276.0	1322.0	0.7616219383219843	30.0
1331.0	1401.0	0.803332008322813	22.0
1370.0	1396.0	0.8035633135717484	15.0
1377.0	1390.0	0.8198318870032804	27.0
1332.0	1381.0	0.8245650716988047	23.0
1342.0	1343.0	0.8598295174261501	23.0
1285.0	1355.0	0.8656615067008926	11.0
1361.0	1369.0	0.8811021388594562	23.0
1375.0	1382.0	0.9026071884405428	25.0
1367.0	1402.0	0.902653811735503	31.0
1340.0	1378.0	0.9050083904824028	31.0
1347.0	1373.0	0.9191311066402086	40.0
1323.0	1337.0	0.9198857226881082	15.0
1386.0	1394.0	0.926384394791835	9.0
1329.0	1393.0	0.9308521168997175	30.0
1304.0	1417.0	0.9996075354547357	37.0
1403.0	1420.0	1.0538995523956687	50.0
1303.0	1374.0	1.0605728964962915	31.0
1398.0	1422.0	1.0660625460395898	40.0
1365.0	1392.0	1.0688705580179505	29.0
1409.0	1415.0	1.077736393750915	53.0
1406.0	1421.0	1.0846181971595685	81.0
1408.0	1414.0	1.1086068707549728	41.0
1389.0	1413.0	1.125219959530222	38.0
1362.0	1418.0	1.1531629865412223	35.0
1307.0	1410.0	1.1552726690003057	42.0
1407.0	1423.0	1.2702972914245	14.0
1379.0	1416.0	1.3679908830543526	19.0
1412.0	1432.0	1.476262961056338	56.0
1405.0	1429.0	1.500064775133331	56.0
1404.0	1436.0	1.5389749203681156	25.0
1348.0	1427.0	1.564759846003217	45.0
1399.0	1428.0	1.5786020645992476	58.0
1397.0	1426.0	1.7096874930455839	89.0
1359.0	1434.0	1.7610593385870843	46.0
1431.0	1437.0	1.785348328402772	100.0
1424.0	1441.0	2.2230901855657335	75.0
1419.0	1438.0	2.2472606092456857	87.0
1395.0	1440.0	2.3335590397257375	28.0
1425.0	1435.0	2.338598007130839	79.0
1411.0	1443.0	2.4070772109172616	111.0
1430.0	1447.0	2.4591370624461524	140.0
1445.0	1450.0	3.077732606290163	211.0
1433.0	1446.0	3.6154979130132148	113.0
1439.0	1442.0	3.6284171921478654	114.0
1444.0	1451.0	4.434120283213404	186.0
1449.0	1454.0	5.940567752577776	193.0
1448.0	1455.0	6.175031539769915	214.0
1453.0	1456.0	8.142531944195671	306.0
1452.0	1458.0	13.091449205109297	517.0
1457.0	1459.0	22.618288371046493	731.0
