0,collagen,collagen.,glycogen,glycogen.,lipids,lipids.,dna,dna.
17715.731821214144,-0.0019880830840656788,-0.002050950274965329,-0.0016935505188864753,-0.0016746717025331902,-0.0017490811010129103,-0.0017903180512026545,-0.002039399037491756,-0.0021220267775072456
17922.45430286858,-0.001984561552684571,-0.002046923767935671,-0.001690883071136643,-0.001672198952962392,-0.0017466145087217909,-0.001787560889849213,-0.002035449931368687,-0.0021177616813999934
18129.176784523013,-0.001981040021303463,-0.002042897260906013,-0.001688215623386811,-0.0016697262033915936,-0.0017441479164306715,-0.0017848037284957717,-0.0020315008252456174,-0.0021134965852927417
18335.899266177454,-0.001977518489922355,-0.0020388707538763554,-0.0016855481756369787,-0.001667253453820795,-0.0017416813241395521,-0.00178204656714233,-0.0020275517191225482,-0.0021092314891854895
18542.621747831887,-0.001973996958541247,-0.0020348442468466977,-0.0016828807278871467,-0.0016647807042499967,-0.001739214731848433,-0.0017792894057888887,-0.0020236026129994786,-0.0021049663930782377
18749.344229486323,-0.001970475427160139,-0.0020308177398170395,-0.0016802132801373147,-0.0016623079546791983,-0.0017367481395573136,-0.001776532244435447,-0.0020196535068764095,-0.0021007012969709855
18956.06671114076,-0.001966953895779031,-0.002026791232787382,-0.0016775458323874824,-0.0016598352051084,-0.0017342815472661942,-0.0017737750830820057,-0.00201570440075334,-0.0020964362008637333
19162.789192795197,-0.0019634323643979226,-0.0020227647257577237,-0.0016748783846376504,-0.0016573624555376017,-0.0017318149549750749,-0.001771017921728564,-0.0020117552946302708,-0.0020921711047564816
19369.511674449634,-0.001959910833016815,-0.002018738218728066,-0.0016722109368878181,-0.0016548897059668033,-0.0017293483626839557,-0.0017682607603751227,-0.002007806188507201,-0.0020879060086492294
19576.234156104067,-0.0019563893016357066,-0.0020147117116984083,-0.001669543489137986,-0.001652416956396005,-0.0017268817703928363,-0.0017655035990216813,-0.002003857082384132,-0.002083640912541977
19782.956637758507,-0.0019528677702545987,-0.00201068520466875,-0.0016668760413881538,-0.0016499442068252067,-0.001724415178101717,-0.0017627464376682397,-0.0019999079762610624,-0.002079375816434725
19989.67911941294,-0.0019493462388734909,-0.0020066586976390925,-0.0016642085936383218,-0.0016474714572544083,-0.0017219485858105978,-0.0017599892763147983,-0.0019959588701379933,-0.0020751107203274733
20196.40160106738,-0.0019458247074923827,-0.0020026321906094343,-0.0016615411458884895,-0.0016449987076836098,-0.0017194819935194784,-0.0017572321149613567,-0.0019920097640149237,-0.002070845624220221
20403.124082721813,-0.0019423031761112747,-0.0019986056835797766,-0.0016588736981386575,-0.0016425259581128115,-0.001717015401228359,-0.0017544749536079153,-0.0019880606578918545,-0.0020665805281129693
20609.84656437625,-0.0019387816447301667,-0.0019945791765501185,-0.0016562062503888255,-0.0016400532085420131,-0.0017145488089372397,-0.0017517177922544737,-0.001984111551768785,-0.002062315432005717
20816.569046030687,-0.0019352601133490587,-0.001990552669520461,-0.0016535388026389932,-0.0016375804589712148,-0.0017120822166461203,-0.0017489606309010323,-0.001980162445645716,-0.002058050335898465
21023.291527685124,-0.0019317385819679507,-0.001986526162490803,-0.0016508713548891612,-0.0016351077094004165,-0.0017096156243550011,-0.0017462034695475907,-0.001976213339522646,-0.002053785239791213
21230.01400933956,-0.0019282170505868427,-0.001982499655461145,-0.001648203907139329,-0.0016326349598296181,-0.0017071490320638818,-0.0017434463081941493,-0.001972264233399577,-0.002049520143683961
21436.736490993993,-0.0019246955192057348,-0.0019784731484314873,-0.0016455364593894969,-0.0016301622102588198,-0.0017046824397727624,-0.001740689146840708,-0.0019683151272765075,-0.002045255047576709
21643.458972648434,-0.0019211739878246268,-0.001974446641401829,-0.0016428690116396646,-0.0016276894606880212,-0.001702215847481643,-0.0017379319854872663,-0.0019643660211534383,-0.002040989951469457
21850.181454302867,-0.0019176524564435188,-0.0019704201343721714,-0.0016402015638898326,-0.001625216711117223,-0.0016997492551905238,-0.001735174824133825,-0.0019604169150303687,-0.002036724855362205
22056.903935957303,-0.0019141309250624108,-0.0019663936273425133,-0.0016375341161400006,-0.0016227439615464246,-0.0016972826628994045,-0.0017324176627803833,-0.0019564678089072996,-0.0020324597592549527
22263.62641761174,-0.0019106093936813026,-0.0019623671203128556,-0.0016348666683901683,-0.0016202712119756262,-0.001694816070608285,-0.001729660501426942,-0.00195251870278423,-0.002028194663147701
22470.348899266177,-0.0019070878623001946,-0.001958340613283198,-0.0016321992206403363,-0.001617798462404828,-0.0016923494783171657,-0.0017269033400735003,-0.0019485695966611606,-0.0020239295670404487
22677.071380920614,-0.0019035663309190866,-0.00195431410625354,-0.001629531772890504,-0.0016153257128340296,-0.0016898828860260466,-0.001724146178720059,-0.0019446204905380913,-0.0020196644709331965
22883.793862575047,-0.0019000447995379786,-0.001950287599223882,-0.001626864325140672,-0.0016128529632632312,-0.0016874162937349272,-0.0017213890173666175,-0.0019406713844150219,-0.0020153993748259448
23090.516344229487,-0.0018965232681568706,-0.0019462610921942242,-0.0016241968773908397,-0.001610380213692433,-0.0016849497014438078,-0.001718631856013176,-0.0019367222782919525,-0.0020111342787186926
23297.23882588392,-0.0018930017367757626,-0.0019422345851645663,-0.0016215294296410077,-0.0016079074641216346,-0.0016824831091526884,-0.0017158746946597345,-0.0019327731721688831,-0.0020068691826114404
23503.96130753836,-0.0018894802053946546,-0.0019382080781349083,-0.0016188619818911754,-0.001605434714550836,-0.001680016516861569,-0.001713117533306293,-0.0019288240660458138,-0.002002604086504188
23710.683789192793,-0.0018859586740135467,-0.0019341815711052504,-0.0016161945341413434,-0.0016029619649800377,-0.00167754992457045,-0.0017103603719528515,-0.0019248749599227444,-0.0019983389903969364
23917.40627084723,-0.0018824371426324387,-0.0019301550640755927,-0.0016135270863915114,-0.0016004892154092394,-0.0016750833322793305,-0.00170760321059941,-0.001920925853799675,-0.0019940738942896843
24124.128752501667,-0.0018789156112513307,-0.0019261285570459348,-0.0016108596386416791,-0.001598016465838441,-0.0016726167399882111,-0.0017048460492459685,-0.0019169767476766057,-0.0019898087981824325
24330.851234156104,-0.0018753940798702225,-0.001922102050016277,-0.001608192190891847,-0.0015955437162676427,-0.0016701501476970918,-0.001702088887892527,-0.0019130276415535363,-0.0019855437020751803
24537.57371581054,-0.0018718725484891145,-0.001918075542986619,-0.0016055247431420148,-0.0015930709666968444,-0.0016676835554059726,-0.0016993317265390855,-0.001909078535430467,-0.001981278605967928
24744.296197464973,-0.0018683510171080067,-0.001914049035956961,-0.0016028572953921828,-0.001590598217126046,-0.0016652169631148532,-0.0016965745651856441,-0.0019051294293073976,-0.0019770135098606764
24951.018679119414,-0.0018648294857268985,-0.0019100225289273031,-0.0016001898476423505,-0.0015881254675552475,-0.0016627503708237339,-0.0016938174038322025,-0.0019011803231843282,-0.001972748413753424
25157.741160773847,-0.0018613079543457905,-0.0019059960218976455,-0.0015975223998925185,-0.0015856527179844491,-0.0016602837785326145,-0.0016910602424787611,-0.0018972312170612588,-0.001968483317646172
25364.463642428287,-0.0018577864229646825,-0.0019019695148679875,-0.0015948549521426862,-0.0015831799684136508,-0.0016578171862414951,-0.0016883030811253195,-0.0018932821109381892,-0.0019642182215389202
25571.18612408272,-0.0018542648915835745,-0.0018979430078383296,-0.0015921875043928542,-0.0015807072188428525,-0.001655350593950376,-0.0016855459197718781,-0.00188933300481512,-0.001959953125431668
25777.908605737157,-0.0018507433602024666,-0.0018939165008086717,-0.0015895200566430222,-0.0015782344692720541,-0.0016528840016592566,-0.0016827887584184365,-0.0018853838986920507,-0.001955688029324416
25984.631087391594,-0.0018472218288213586,-0.0018898899937790138,-0.00158685260889319,-0.0015757617197012558,-0.0016504174093681372,-0.0016800315970649951,-0.0018814347925689813,-0.0019514229332171639
26191.35356904603,-0.0018437002974402506,-0.0018858634867493559,-0.0015841851611433579,-0.0015732889701304575,-0.001647950817077018,-0.0016772744357115535,-0.0018774856864459117,-0.001947157837109912
26398.076050700467,-0.0018401787660591424,-0.0018818369797196982,-0.0015815177133935256,-0.0015708162205596591,-0.0016454842247858987,-0.0016745172743581121,-0.0018735365803228424,-0.00194289274100266
26604.798532354904,-0.0018366572346780344,-0.0018778104726900403,-0.0015788502656436936,-0.0015683434709888606,-0.0016430176324947793,-0.0016717601130046707,-0.001869587474199773,-0.0019386276448954078
26811.52101400934,-0.0018331357032969264,-0.0018737839656603823,-0.0015761828178938613,-0.0015658707214180622,-0.00164055104020366,-0.0016690029516512291,-0.0018656383680767036,-0.0019343625487881558
27018.243495663774,-0.0018296141719158184,-0.0018697574586307244,-0.0015735153701440293,-0.001563397971847264,-0.0016380844479125408,-0.0016662457902977877,-0.0018616892619536343,-0.0019300974526809038
27224.96597731821,-0.0018260926405347104,-0.0018657309516010665,-0.0015708479223941973,-0.0015609252222764656,-0.0016356178556214214,-0.0016634886289443461,-0.0018577401558305651,-0.0019258323565736518
27431.688458972647,-0.0018225711091536024,-0.0018617044445714086,-0.001568180474644365,-0.0015584524727056672,-0.001633151263330302,-0.0016607314675909047,-0.0018537910497074955,-0.0019215672604663996
27638.410940627084,-0.0018190495777724944,-0.0018576779375417507,-0.001565513026894533,-0.001555979723134869,-0.0016306846710391826,-0.0016579743062374631,-0.0018498419435844262,-0.0019173021643591477
27845.13342228152,-0.0018155280463913865,-0.001853651430512093,-0.0015628455791447007,-0.0015535069735640706,-0.0016282180787480635,-0.0016552171448840217,-0.0018458928374613568,-0.0019130370682518957
28051.855903935957,-0.0018120065150102785,-0.001849624923482435,-0.0015601781313948687,-0.0015510342239932722,-0.001625751486456944,-0.0016524599835305801,-0.0018419437313382874,-0.0019087719721446435
28258.578385590394,-0.0018084849836291703,-0.0018455984164527772,-0.0015575106836450364,-0.001548561474422474,-0.0016232848941658247,-0.0016497028221771387,-0.001837994625215218,-0.0019045068760373915
28465.30086724483,-0.0018049634522480623,-0.0018415719094231192,-0.0015548432358952044,-0.0015460887248516754,-0.0016208183018747054,-0.0016469456608236973,-0.0018340455190921487,-0.0019002417799301393
28672.023348899264,-0.0018014419208669543,-0.0018375454023934613,-0.0015521757881453721,-0.001543615975280877,-0.001618351709583586,-0.0016441884994702557,-0.0018300964129690793,-0.0018959766838228874
28878.7458305537,-0.0017979203894858463,-0.0018335188953638036,-0.00154950834039554,-0.0015411432257100787,-0.0016158851172924668,-0.0016414313381168143,-0.00182614730684601,-0.0018917115877156354
29085.468312208137,-0.0017943988581047383,-0.0018294923883341457,-0.001546840892645708,-0.0015386704761392804,-0.0016134185250013474,-0.0016386741767633727,-0.0018221982007229406,-0.0018874464916083834
29292.190793862574,-0.0017908773267236303,-0.0018254658813044878,-0.0015441734448958758,-0.001536197726568482,-0.001610951932710228,-0.0016359170154099313,-0.0018182490945998712,-0.0018831813955011312
29498.91327551701,-0.0017873557953425223,-0.0018214393742748299,-0.0015415059971460438,-0.0015337249769976837,-0.0016084853404191087,-0.00163315985405649,-0.0018142999884768018,-0.0018789162993938793
29705.635757171447,-0.0017838342639614143,-0.001817412867245172,-0.0015388385493962115,-0.0015312522274268854,-0.0016060187481279895,-0.0016304026927030483,-0.0018103508823537325,-0.0018746512032866273
29912.358238825884,-0.0017803127325803064,-0.001813386360215514,-0.0015361711016463795,-0.0015287794778560868,-0.0016035521558368702,-0.0016276455313496067,-0.001806401776230663,-0.001870386107179375
30119.08072048032,-0.0017767912011991981,-0.0018093598531858561,-0.0015335036538965472,-0.0015263067282852885,-0.0016010855635457508,-0.0016248883699961653,-0.0018024526701075937,-0.0018661210110721231
30325.803202134757,-0.0017732696698180904,-0.0018053333461561984,-0.0015308362061467152,-0.0015238339787144901,-0.0015986189712546314,-0.001622131208642724,-0.0017985035639845244,-0.0018618559149648712
30532.52568378919,-0.0017697481384369824,-0.0018013068391265405,-0.001528168758396883,-0.0015213612291436918,-0.0015961523789635123,-0.0016193740472892823,-0.001794554457861455,-0.001857590818857619
30739.248165443627,-0.0017662266070558744,-0.0017972803320968826,-0.001525501310647051,-0.0015188884795728935,-0.0015936857866723929,-0.001616616885935841,-0.0017906053517383856,-0.001853325722750367
30945.970647098064,-0.0017627050756747662,-0.0017932538250672247,-0.0015228338628972189,-0.0015164157300020951,-0.0015912191943812735,-0.0016138597245823993,-0.0017866562456153162,-0.001849060626643115
31152.6931287525,-0.0017591835442936582,-0.0017892273180375668,-0.0015201664151473866,-0.0015139429804312968,-0.0015887526020901541,-0.001611102563228958,-0.0017827071394922469,-0.0018447955305358628
31359.415610406937,-0.0017556620129125502,-0.001785200811007909,-0.0015174989673975546,-0.0015114702308604985,-0.001586286009799035,-0.0016083454018755165,-0.0017787580333691775,-0.0018405304344286109
31566.138092061374,-0.0017521404815314422,-0.0017811743039782512,-0.0015148315196477223,-0.0015089974812897001,-0.0015838194175079156,-0.001605588240522075,-0.0017748089272461081,-0.001836265338321359
31772.86057371581,-0.0017486189501503342,-0.0017771477969485932,-0.0015121640718978903,-0.0015065247317189016,-0.0015813528252167962,-0.0016028310791686333,-0.0017708598211230385,-0.0018320002422141067
31979.583055370247,-0.0017450974187692263,-0.0017731212899189353,-0.001509496624148058,-0.0015040519821481033,-0.0015788862329256768,-0.001600073917815192,-0.0017669107149999694,-0.0018277351461068547
32186.30553702468,-0.0017415758873881183,-0.0017690947828892774,-0.001506829176398226,-0.001501579232577305,-0.0015764196406345577,-0.0015973167564617505,-0.0017629616088769,-0.0018234700499996028
32393.028018679117,-0.0017380543560070103,-0.0017650682758596197,-0.0015041617286483937,-0.0014991064830065066,-0.0015739530483434383,-0.001594559595108309,-0.0017590125027538307,-0.0018192049538923506
32599.750500333554,-0.0017345328246259023,-0.0017610417688299618,-0.0015014942808985617,-0.0014966337334357083,-0.001571486456052319,-0.0015918024337548675,-0.0017550633966307613,-0.0018149398577850986
32806.47298198799,-0.0017310112932447943,-0.0017570152618003039,-0.0014988268331487297,-0.00149416098386491,-0.0015690198637611996,-0.0015890452724014262,-0.001751114290507692,-0.0018106747616778466
33013.19546364243,-0.001727489761863686,-0.001752988754770646,-0.0014961593853988974,-0.0014916882342941116,-0.0015665532714700804,-0.0015862881110479845,-0.0017471651843846223,-0.0018064096655705944
33219.91794529687,-0.001723968230482578,-0.001748962247740988,-0.0014934919376490652,-0.001489215484723313,-0.001564086679178961,-0.001583530949694543,-0.001743216078261553,-0.0018021445694633422
33426.6404269513,-0.0017204466991014701,-0.0017449357407113301,-0.0014908244898992331,-0.0014867427351525147,-0.0015616200868878416,-0.0015807737883411015,-0.0017392669721384836,-0.0017978794733560905
33633.36290860573,-0.0017169251677203621,-0.0017409092336816722,-0.001488157042149401,-0.0014842699855817164,-0.0015591534945967223,-0.0015780166269876602,-0.0017353178660154144,-0.0017936143772488383
33840.085390260174,-0.0017134036363392541,-0.0017368827266520145,-0.0014854895943995688,-0.001481797236010918,-0.001556686902305603,-0.0015752594656342185,-0.0017313687598923449,-0.0017893492811415863
34046.80787191461,-0.0017098821049581461,-0.0017328562196223566,-0.0014828221466497368,-0.0014793244864401197,-0.0015542203100144837,-0.0015725023042807772,-0.0017274196537692757,-0.0017850841850343344
34253.53035356905,-0.001706360573577038,-0.0017288297125926987,-0.0014801546988999045,-0.0014768517368693214,-0.0015517537177233644,-0.0015697451429273355,-0.0017234705476462061,-0.0017808190889270822
34460.25283522348,-0.0017028390421959302,-0.0017248032055630408,-0.0014774872511500725,-0.001474378987298523,-0.001549287125432245,-0.0015669879815738942,-0.0017195214415231367,-0.0017765539928198302
34666.97531687791,-0.0016993175108148222,-0.0017207766985333829,-0.0014748198034002405,-0.0014719062377277247,-0.0015468205331411258,-0.0015642308202204528,-0.0017155723354000674,-0.0017722888967125782
34873.697798532354,-0.0016957959794337142,-0.0017167501915037252,-0.0014721523556504082,-0.0014694334881569264,-0.0015443539408500065,-0.0015614736588670112,-0.001711623229276998,-0.001768023800605326
35080.420280186794,-0.001692274448052606,-0.001712723684474067,-0.001469484907900576,-0.0014669607385861278,-0.001541887348558887,-0.0015587164975135695,-0.0017076741231539286,-0.001763758704498074
35287.14276184123,-0.001688752916671498,-0.0017086971774444093,-0.001466817460150744,-0.0014644879890153295,-0.0015394207562677677,-0.0015559593361601282,-0.0017037250170308593,-0.001759493608390822
35493.86524349566,-0.00168523138529039,-0.0017046706704147514,-0.001464150012400912,-0.0014620152394445311,-0.0015369541639766483,-0.0015532021748066868,-0.00169977591090779,-0.0017552285122835701
35700.58772515009,-0.0016817098539092822,-0.0017006441633850935,-0.0014614825646510799,-0.0014595424898737328,-0.0015344875716855292,-0.0015504450134532452,-0.0016958268047847207,-0.0017509634161763181
35907.310206804534,-0.001678188322528174,-0.0016966176563554356,-0.0014588151169012476,-0.0014570697403029345,-0.0015320209793944098,-0.0015476878520998038,-0.0016918776986616512,-0.001746698320069066
36114.032688458974,-0.001674666791147066,-0.0016925911493257777,-0.0014561476691514154,-0.0014545969907321361,-0.0015295543871032904,-0.0015449306907463621,-0.0016879285925385818,-0.0017424332239618138
36320.75517011341,-0.001671145259765958,-0.00168856464229612,-0.0014534802214015833,-0.0014521242411613378,-0.001527087794812171,-0.0015421735293929208,-0.0016839794864155124,-0.0017381681278545618
36527.47765176784,-0.00166762372838485,-0.001684538135266462,-0.0014508127736517513,-0.0014496514915905395,-0.0015246212025210519,-0.0015394163680394794,-0.001680030380292443,-0.0017339030317473098
36734.20013342228,-0.001664102197003742,-0.0016805116282368041,-0.001448145325901919,-0.0014471787420197411,-0.0015221546102299325,-0.0015366592066860378,-0.0016760812741693737,-0.0017296379356400576
36940.92261507672,-0.0016605806656226339,-0.0016764851212071462,-0.0014454778781520868,-0.0014447059924489426,-0.0015196880179388131,-0.0015339020453325961,-0.001672132168046304,-0.0017253728395328057
37147.645096731154,-0.0016570591342415259,-0.0016724586141774883,-0.0014428104304022547,-0.0014422332428781443,-0.0015172214256476938,-0.0015311448839791548,-0.001668183061923235,-0.0017211077434255537
37354.36757838559,-0.001653537602860418,-0.0016684321071478306,-0.0014401429826524227,-0.001439760493307346,-0.0015147548333565744,-0.0015283877226257134,-0.0016642339558001656,-0.0017168426473183017
37561.09006004002,-0.0016500160714793101,-0.0016644056001181727,-0.0014374755349025907,-0.0014372877437365476,-0.0015122882410654552,-0.0015256305612722718,-0.0016602848496770962,-0.0017125775512110497
37767.81254169446,-0.001646494540098202,-0.0016603790930885148,-0.0014348080871527584,-0.0014348149941657493,-0.0015098216487743359,-0.0015228733999188304,-0.0016563357435540268,-0.0017083124551037976
37974.5350233489,-0.001642973008717094,-0.0016563525860588569,-0.0014321406394029262,-0.0014323422445949507,-0.0015073550564832165,-0.0015201162385653888,-0.0016523866374309575,-0.0017040473589965454
38181.257505003334,-0.001639451477335986,-0.001652326079029199,-0.0014294731916530941,-0.0014298694950241526,-0.0015048884641920973,-0.0015173590772119474,-0.001648437531307888,-0.0016997822628892934
38387.97998665777,-0.001635929945954878,-0.0016482995719995413,-0.001426805743903262,-0.0014273967454533543,-0.001502421871900978,-0.001514601915858506,-0.0016444884251848187,-0.0016955171667820414
38594.70246831221,-0.00163240841457377,-0.0016442730649698831,-0.0014241382961534298,-0.0014249239958825557,-0.0014999552796098586,-0.0015118447545050644,-0.0016405393190617491,-0.0016912520706747892
38801.42494996665,-0.0016288868831926618,-0.0016402465579402252,-0.0014214708484035976,-0.0014224512463117574,-0.0014974886873187392,-0.0015090875931516228,-0.0016365902129386798,-0.0016869869745675373
39008.14743162108,-0.001625365351811554,-0.0016362200509105675,-0.0014188034006537655,-0.001419978496740959,-0.0014950220950276198,-0.0015063304317981814,-0.0016326411068156104,-0.0016827218784602853
39214.869913275514,-0.0016218438204304458,-0.0016321935438809096,-0.0014161359529039335,-0.0014175057471701607,-0.0014925555027365007,-0.00150357327044474,-0.0016286920006925412,-0.0016784567823530333
39421.59239492995,-0.001618322289049338,-0.001628167036851252,-0.0014134685051541015,-0.0014150329975993624,-0.0014900889104453813,-0.0015008161090912986,-0.0016247428945694719,-0.0016741916862457813
39628.31487658439,-0.0016148007576682298,-0.0016241405298215938,-0.0014108010574042692,-0.001412560248028564,-0.001487622318154262,-0.001498058947737857,-0.0016207937884464025,-0.0016699265901385292
39835.03735823883,-0.0016112792262871218,-0.0016201140227919358,-0.001408133609654437,-0.0014100874984577655,-0.0014851557258631425,-0.0014953017863844154,-0.001616844682323333,-0.001665661494031277
40041.75983989326,-0.0016077576949060138,-0.001616087515762278,-0.001405466161904605,-0.0014076147488869674,-0.0014826891335720234,-0.001492544625030974,-0.0016128955762002638,-0.0016613963979240252
40248.48232154769,-0.0016042361635249058,-0.0016120610087326202,-0.0014027987141547729,-0.0014051419993161688,-0.001480222541280904,-0.0014897874636775326,-0.0016089464700771944,-0.001657131301816773
40455.204803202134,-0.0016007146321437979,-0.0016080345017029623,-0.0014001312664049406,-0.0014026692497453705,-0.0014777559489897846,-0.001487030302324091,-0.0016049973639541248,-0.0016528662057095208
