Wavenumbers [1/cm],aspirina,unnamed:,ibuprofeno,bibuprofeno,zmol,paracetamol
1507.0,0.30039284577513187,0.0,0.2206225080507238,0.07646817019010312,0.3734179702648102,0.28420181369596736
1719.4329553035357,0.3665266140052556,0.0,0.15616791184820522,0.04405909800066296,0.33956843880503595,0.28365648753398887
1931.8659106070713,0.2692066994333183,0.0,0.12531813769705114,0.03927303825242083,0.23334022808867205,0.1905663602721826
2144.298865910607,0.171886784861381,0.0,0.09446836354589705,0.034486978504178686,0.127112017372308,0.09747623301037622
2356.7318212141427,0.10887582394455259,0.0,0.07774975345654826,0.03578942947541938,0.05301415631062289,0.030234924364368566
2569.1647765176785,0.1524431282500801,0.0,0.10492857511109774,0.056005395466479806,0.078726885848907,0.043291087737270174
2781.5977318212144,0.15063811202965616,0.0,0.1491264866414464,0.08403398837301992,0.11935870980080143,0.04741286873754345
2994.03068712475,0.12489653605449098,0.0,0.19422752220527967,0.11201858824387506,0.16113564269066652,0.046076113132508284
3206.4636424282853,0.09569411970278424,0.0,0.13456962359555563,0.08589094796563486,0.11572149755987181,0.034271923964997446
3418.896597731821,0.06649170335107746,0.0,0.07491172498583147,0.0597633076873946,0.070307352429077,0.022467734797486583
3631.329553035357,0.038282452536938634,0.0,0.016630796598322367,0.03431207721542333,0.026143670853977993,0.011030486981474285
3843.7625083388925,0.04866705011520011,0.0,0.011858148539541502,0.035145747423960524,0.03057229243805289,0.013852371558755568
4056.1954636424284,0.10198543893428888,0.0,0.045976807268493534,0.17675357465910682,0.11157901126578851,0.07247911367323406
4268.628418945964,0.2102348015902546,0.0,0.12985434574919208,0.49847271545520444,0.2905623898432744,0.20250451592819907
4481.0613742495,0.31848416424622056,0.0,0.21373188422989076,0.8201918562513029,0.4695457684207607,0.3325299181831644
4693.494329553036,0.38836350508212164,0.0,0.2223300521082774,0.9128357815035428,0.4937874148567999,0.3798485805867179
4905.927284856571,0.4048266601636783,0.0,0.21927825572597656,0.8685270248123869,0.39095562010517404,0.3208808886051041
5118.360240160107,0.42128981524523507,0.0,0.21622645934367568,0.8242182681212306,0.2881238253535473,0.2619131966234899
5330.793195463642,0.43531264205476866,0.0,0.22206951221443263,0.7818287106181481,0.23318743158371083,0.2284000943198853
5543.226150767178,0.4406971319244265,0.0,0.25939878182012727,0.7462327838865398,0.34779241316668785,0.2849918048915726
5755.659106070714,0.4460816217940844,0.0,0.29672805142582187,0.7106368571549315,0.46239739474966485,0.3415835154632599
5968.092061374249,0.511633764160835,0.0,0.19994799413606137,0.6727141221419116,0.6421813844215336,0.463239646203883
6180.525016677785,0.5249855482195851,0.0,0.18311860234325428,0.6402651807818107,0.6834810820297629,0.49305819378636845
6392.957971981321,0.5038550951237221,0.0,0.233663826528951,0.6100499391208812,0.6660786616808897,0.47636784514120223
6605.390927284857,0.4826311245866816,0.0,0.2840050272025157,0.5797906132182796,0.6486175102841487,0.45966535343196513
6817.823882588393,0.4106825598590357,0.0,0.22368227334598512,0.525619648578978,0.5993001774952148,0.43637636844970473
7030.256837891928,0.33873399513139013,0.0,0.16335951948945482,0.47144868393967676,0.549982844706281,0.4130873834674444
7242.689793195464,0.3043809593429894,0.0,0.11524883104277218,0.4169439707529856,0.4935193044864506,0.3780823616861838
7455.1227484989995,0.3926254499190255,0.0,0.11186036128849643,0.36366457364637195,0.4682981081898854,0.34644803636012833
7667.555703802535,0.467176323047848,0.0,0.10764677180308718,0.3122176969874234,0.48601665713020353,0.349826872543361
7879.98865910607,0.5417271961766702,0.0,0.10343318231767795,0.2607708203284751,0.5037352060705217,0.3532057087265937
8092.421614409606,0.48813337203674956,0.0,0.13313828499891908,0.22608014304716706,0.40329193247652495,0.2883910577816121
8304.854569713141,0.39911080043095204,0.0,0.17222104282124562,0.1960221284424373,0.2701799222129454,0.20472264319461114
8517.287525016678,0.3100882288251537,0.0,0.21130380064357251,0.16596411383770726,0.13706791194936468,0.12105422860760945
8729.720480320215,0.40256730741804103,0.0,0.3741422867687993,0.1581570800855195,0.10586677397475314,0.09182688504296123
8942.15343562375,0.4781320770405244,0.0,0.36057862261033335,0.20923566093236534,0.13253172693314094,0.10550745106038287
9154.586390927285,0.5536968466630078,0.0,0.34701495845186736,0.2603142417792112,0.15919667989152875,0.11918801707780452
9367.01934623082,0.5723879481238003,0.0,0.3171913635984736,0.3147871332377423,0.19150157795082867,0.14612229148801958
9579.452301534357,0.547286935220649,0.0,0.2748477965407597,0.37187360745431025,0.22814917323449876,0.18326177917959888
9791.885256837892,0.5221859223174978,0.0,0.2325042294830461,0.4289600816708776,0.2647967685181685,0.22040126687117784
10004.318212141428,0.4909816106357742,0.0,0.19900627771747748,0.4878698964891736,0.2914985801555893,0.248022892402663
10216.751167444963,0.4216575124237994,0.0,0.22075598445572236,0.5581678731903243,0.2560813372905246,0.21619816163893563
10429.184122748498,0.3523334142118246,0.0,0.24250569119396725,0.628465849891475,0.22066409442545984,0.18437343087520824
10641.617078052035,0.30868856910308834,0.0,0.24750433701727542,0.6481497250857262,0.20072919742800277,0.16307621274289727
10854.05003335557,0.313465749711942,0.0,0.22091638259333277,0.5723932338882198,0.20998855100925015,0.16163017506865082
11066.482988659107,0.3182429303207958,0.0,0.19432842816938986,0.49663674269071284,0.21924790459049762,0.16018413739440437
11278.915943962642,0.44381096769131356,0.0,0.1384744484064792,0.38033121765023026,0.22367014175701955,0.13935648264006137
11491.348899266177,0.5548026045009007,0.0,0.13805229728326993,0.29593333393762133,0.2622386559955152,0.15030671977309323
11703.781854569714,0.6560520474504745,0.0,0.14452943088019893,0.21716838694773571,0.30413248252234026,0.1653947124782553
11916.214809873249,0.719337819828893,0.0,0.1483212853868879,0.14510214534356794,0.3455806607224795,0.184670974286045
12128.647765176785,0.5242510116284027,0.0,0.13383770767952097,0.11862585252482176,0.3839958522154833,0.23245169522342923
12341.08072048032,0.3291642034279141,0.0,0.11935412997215414,0.09214955970607581,0.42241104370848687,0.28023241616081307
12553.513675783855,0.24276699328022497,0.0,0.14784360017961481,0.07787342782726797,0.4359655287963662,0.3216527824918184
12765.946631087392,0.2644361763974124,0.0,0.18870855543753745,0.08683215355832548,0.41287081860183816,0.31432379793777815
12978.379586390927,0.2408780076799544,0.0,0.19875504894865842,0.09544740632747246,0.39503558723741605,0.2915582167410438
