Wavenumber,FTIR__aspirin_ftir,RAMAN__aspirin_raman
598.5323549032688,0.0011723299486216384,6.986955693864216e-07
599.599733155437,0.0011745505540692867,5.900480275493298e-07
600.667111407605,0.0011753653968832902,4.973374560795131e-07
601.7344896597732,0.0011747778468446466,4.183843146592231e-07
602.8018679119413,0.001172796808315619,3.5128192320807025e-07
603.8692461641094,0.0011694366837021201,2.9436617871910875e-07
604.9366244162775,0.001164717303697514,2.461880560819845e-07
606.0040026684457,0.0011586638248951746,2.0548872146692177e-07
607.0713809206138,0.0011513065956333525,1.7117708446352503e-07
608.1387591727819,0.001142671608857786,1.4234474635582917e-07
609.2061374249499,0.0011327484940083943,1.183339317473609e-07
610.2735156771181,0.0011216475258152378,9.818617082442953e-08
611.3408939292863,0.001109418532310254,8.13131678716409e-08
612.4082721814543,0.0010961153751940878,6.721049917344015e-08
613.4756504336224,0.0010817956524256484,5.544660806926302e-08
614.5430286857905,0.0010665203823074603,4.565309044353647e-08
615.6104069379587,0.001050353671597621,3.7516143381979956e-08
616.6777851901268,0.0010333623702772224,3.076905855891407e-08
617.7451634422948,0.0010156157156707701,2.51856507395565e-08
618.812541694463,0.0009971849686593501,2.0574520463553646e-08
619.8799199466312,0.0009781430447400746,1.6774058421579614e-08
620.9472981987992,0.0009585641426741141,1.3648107167188781e-08
622.0146764509673,0.0009385233734274039,1.1082203561398751e-08
623.0820547031354,0.0009180963920457243,8.980332684364086e-09
624.1494329553036,0.0008973571307482639,7.264713337034246e-09
625.2168112074717,0.0008763762196623692,5.877997992152433e-09
626.2841894596397,0.0008552439956440336,4.746796820594095e-09
627.3515677118079,0.0008340345681011153,3.825847351772124e-09
628.4189459639761,0.0008128208187812739,3.0775540790033627e-09
629.4863242161441,0.0007916741046081207,2.4707557215853597e-09
630.5537024683122,0.000770663978753818,1.9796786389894013e-09
631.6210807204803,0.0007498579313075644,1.5830504272917514e-09
632.6884589726485,0.0007293211506874322,1.263350981363202e-09
633.7558372248166,0.0007091163067284833,1.0061812145947403e-09
634.8232154769846,0.0006893033561637835,7.99732217166357e-10
635.8905937291528,0.0006699393709996629,6.343399300643733e-10
636.957971981321,0.0006510783900730699,5.021124406806128e-10
638.025350233489,0.0006327712938749466,3.9661879147848733e-10
639.0927284856571,0.000615065702520143,3.126297593674537e-10
640.1601067378252,0.0005980119758896482,2.4602310143406126e-10
641.2274849899934,0.0005816817526539856,1.9375117654636157e-10
642.2948632421615,0.0005660794080150008,1.522855323835762e-10
643.3622414943295,0.0005512384053930927,1.1945748852831236e-10
644.4296197464977,0.0005371887731638106,9.351964026983142e-11
645.4969979986658,0.0005239571334558866,7.306694005785246e-11
646.5643762508339,0.0005115667483082104,5.697196707821881e-11
647.631754503002,0.000500037581898534,4.433195305567148e-11
648.6991327551701,0.0004893863774880595,3.442552609593073e-11
649.7665110073383,0.00047962674767451944,2.667746873519305e-11
650.8338892595063,0.0004707692765107761,2.063006950467995e-11
651.9012675116744,0.0004628216320270935,1.5919886408358528e-11
652.9686457638426,0.00045578868769108436,1.2258942041735907e-11
654.0360240160107,0.0004496726513485712,9.419539143393895e-12
655.1034022681788,0.0004444732002129378,7.2220269507520695e-12
656.1707805203469,0.00044019617770910737,5.528585878036113e-12
657.238158772515,0.00043687252861437746,4.237932887921736e-12
658.3055370246832,0.0004344497065759026,3.2420829009746247e-12
659.3729152768512,0.0004329184040725702,2.4752424114234483e-12
660.4402935290193,0.000432267530421081,1.885940964731222e-12
661.5076717811875,0.0004324843551494339,1.43399587321126e-12
662.5750500333556,0.00043355464871412637,1.0881014891711696e-12
663.6424282855237,0.00043546281969724147,8.239186510182569e-13
664.7098065376917,0.00043819204771354406,6.225637954106158e-13
665.7771847898599,0.0004417244113507573,4.69416712122331e-13
666.8445630420281,0.00044604101056305563,3.531817770954747e-13
667.9119412941961,0.0004511220830301991,2.651503757560714e-13
668.9793195463642,0.0004569471140878046,1.9862265823416295e-13
670.0466977985324,0.0004634949399226198,1.4845519504737343e-13
671.1140760507005,0.0004707438438141919,1.1070789405171408e-13
672.1814543028686,0.0004786782020687989,8.243912555013088e-14
673.2488325550366,0.0004872994200264033,6.1511829484471e-14
674.3162108072048,0.0004965515332953616,4.5803307022698787e-14
675.383589059373,0.000506411405908164,3.40361432617588e-14
676.450967311541,0.0005168557344575621,2.5239518154791454e-14
677.5183455637091,0.0005278611006993139,1.8677138309430466e-14
678.5857238158773,0.0005394040177483435,1.379173571497265e-14
679.6531020680454,0.0005514609701651564,1.0162415439428377e-14
680.7204803202135,0.0005640084482631211,7.471947187850247e-15
681.7878585723815,0.000577022976996694,5.481735792552758e-15
682.8552368245497,0.000590481139813289,4.012708735376443e-15
683.9226150767179,0.0006043595978682815,2.9307531573104836e-15
684.9899933288859,0.0006186351050148284,2.1356432606569526e-15
686.057371581054,0.0006332845189881248,1.5526397140159563e-15
687.1247498332222,0.0006482848092037715,1.1261300791650412e-15
688.1921280853903,0.0006636162836694092,8.157070315184316e-16
689.2595063375584,0.0006792661163369743,5.924587020563572e-16
690.3268845897264,0.0006951959325848555,4.294143849928989e-16
691.3942628418946,0.0007113831914014352,3.105852506844475e-16
692.4616410940628,0.0007278054652633838,2.2416163723646536e-16
693.5290193462308,0.0007444404359519495,1.6143875337734661e-16
694.5963975983989,0.0007612658897745218,1.1601374048301293e-16
695.663775850567,0.0007782597125041054,8.318681028788217e-17
696.7311541027352,0.0007953998843247097,5.95155315033697e-17
697.7985323549033,0.0008126644750482613,4.248380222689147e-17
698.8659106070713,0.0008300316398438707,3.0256521274173535e-17
699.9332888592395,0.0008474796156965038,2.149816054236825e-17
701.0006671114077,0.0008649867187860243,1.523888222751033e-17
702.0680453635757,0.0008825313429554214,1.0775954720419869e-17
703.1354236157438,0.0009000919594118525,7.601318305665679e-18
704.202801867912,0.000917646807009565,5.3557113449507654e-18
705.2701801200801,0.0009351720945191366,3.786630562205315e-18
706.3375583722482,0.0009526469145956629,2.6715555568033626e-18
707.4049366244162,0.000970050088801536,1.8807927468219607e-18
708.4723148765844,0.0009873605382702303,1.3212123231201761e-18
709.5396931287526,0.001004557292952539,9.260798994312399e-19
710.6070713809206,0.001021619502487518,6.476761694325982e-19
711.6744496330887,0.0010385264486770466,4.51951396224657e-19
712.7418278852568,0.0010552575595247755,3.1466189774425146e-19
713.809206137425,0.0010717924247900439,2.185836085518026e-19
714.8765843895931,0.0010881108129930188,1.5150677582031708e-19
715.9439626417611,0.0011041926897960475,1.0479596336442985e-19
717.0113408939293,0.0011200182376778854,7.235830927427154e-20
718.0787191460975,0.0011355678768073681,4.9906004579288194e-20
719.1460973982655,0.0011508222870147745,3.4430386692803956e-20
720.2134756504336,0.0011657585010413692,2.3867352481062754e-20
721.2808539026017,0.0011803447722534004,1.680548114378655e-20
722.3482321547699,0.001194577643281846,1.2069186815085204e-20
723.415610406938,0.0012084391309975827,9.005176070628087e-21
724.482988659106,0.0012219116395707872,7.178222438144918e-21
725.5503669112742,0.0012349779866778713,6.313749617241794e-21
726.6177451634424,0.001247621429937073,6.260062066357002e-21
727.6851234156104,0.0012598256934435587,6.965447168914261e-21
728.7525016677785,0.0012715749942790273,8.46706897243484e-21
729.8198799199466,0.0012828540688690202,1.0889894864474177e-20
730.8872581721148,0.0012936481990647132,1.4454983028646542e-20
731.9546364242829,0.0013039432378271875,1.9497422072727726e-20
733.0220146764509,0.0013137256343957089,2.6495150099570827e-20
734.0893929286191,0.0013229824588246683,3.6110876223592916e-20
735.1567711807872,0.00133170142577701,4.9250470760786404e-20
736.2241494329553,0.0013398639848640954,6.722274373232678e-20
737.2915276851234,0.0013474393754009625,9.205965317547293e-20
738.3589059372915,0.0013544430970854364,1.2588131454294443e-19
739.4262841894597,0.0013608657808664311,1.7184946686208367e-19
740.4936624416277,0.0013666988099482152,2.3421505906619685e-19
741.5610406937958,0.001371934336694988,3.1868340508758924e-19
742.628418945964,0.0013765652981219591,4.328990722540502e-19
743.6957971981321,0.0013805854299049026,5.87088681100614e-19
744.7631754503002,0.0013839892788447326,7.9491168250184055e-19
745.8305537024683,0.0013867722137304987,1.0745846590480208e-18
746.8979319546364,0.0013889304345511895,1.4503648299773211e-18
747.9653102068046,0.0013904609800125625,1.954504582475954e-18
749.0326884589726,0.0013913617333218885,2.6298227515750753e-18
750.1000667111407,0.0013916314262102543,3.533082261801537e-18
751.1674449633089,0.0013912696411684292,4.739420486288796e-18
752.234823215477,0.001390268658002253,6.355135091349638e-18
753.3022014676451,0.001388609151693278,8.540916319423934e-18
754.3695797198131,0.001386322353766172,1.1458772784686388e-17
755.4369579719813,0.0013834113677254952,1.5347505537152695e-17
756.5043362241495,0.0013798801301032606,2.052176890906526e-17
757.5717144763175,0.001375733401419627,2.739552219715106e-17
758.6390927284856,0.001370976755378191,3.65125335271465e-17
759.7064709806538,0.0013656165663257873,4.858599650305379e-17
760.7738492328219,0.0013596599950106377,6.454990453780233e-17
761.84122748499,0.0013531149726789002,8.562557257932783e-17
762.908605737158,0.0013459901835550703,1.1340764392912195e-16
763.9759839893262,0.0013382950457565535,1.4997512456774003e-16
765.0433622414944,0.0013300396906979,1.9803451604024692e-16
766.1107404936624,0.0013212349410445198,2.6110405464551885e-16
767.1781187458305,0.0013118922872802994,3.437505145977542e-16
768.2454969979987,0.0013020169254358699,4.523465266542439e-16
769.3128752501668,0.0012916062317805414,5.963010916569634e-16
770.3802535023349,0.0012806974103082068,7.847664484005984e-16
771.4476317545029,0.0012693044470280751,1.031112322498102e-15
772.5150100066711,0.0012574418542898472,1.352607620082291e-15
773.5823882588393,0.0012451246403958158,1.771523611282405e-15
774.6497665110073,0.0012323682784004127,2.3165395447549637e-15
775.7171447631754,0.0012191886741847926,3.024530902974323e-15
776.7845230153436,0.0012056021338977404,3.942841046908684e-15
777.8519012675117,0.0011916253308537782,5.132162602565904e-15
778.9192795196798,0.001177275271981714,6.670186809670625e-15
779.9866577718478,0.001162569263915514,8.656218654727211e-15
781.054036024016,0.0011475248788207573,1.1217004746918973e-14
782.1214142761842,0.0011321599200499472,1.451408176558279e-14
783.1887925283522,0.001116492387717385,1.8753028596491746e-14
784.2561707805203,0.001100536695999969,2.421697852951734e-14
785.3235490326884,0.0010843042815481877,3.1314074390593363e-14
786.3909272848566,0.0010678261821016116,4.042629599761447e-14
787.4583055370247,0.001051120846010652,5.2107677601512417e-14
788.5256837891927,0.0010342067416083528,6.705960340393615e-14
789.5930620413609,0.0010171023242975896,8.616866207375102e-14
790.6604402935291,0.0009998260041837051,1.1055387697333818e-13
791.7278185456971,0.0009823961143278276,1.4162554527190731e-13
792.7951967978652,0.0009648308796948857,1.81158429007777e-13
793.8625750500333,0.0009471483868654907,2.31382662174557e-13
794.9299533022015,0.0009293665545776154,2.9509649303822297e-13
795.9973315543696,0.0009115031051616949,3.7580589761451633e-13
797.0647098065376,0.0008935755369264552,4.778972113142025e-13
798.1320880587058,0.0008756010975511299,6.068502702056704e-13
799.199466310874,0.0008575967585351339,7.695011775049992e-13
800.266844563042,0.0008395792466422936,9.751494171992413e-13
801.3342228152101,0.0008215661314355255,1.2368769057959052e-12
802.4016010673782,0.0008035738690666532,1.5664215857786046e-12
803.4689793195464,0.0007856180322026161,1.980728494195731e-12
804.5363575717145,0.0007677138032420166,2.500818482851691e-12
805.6037358238825,0.0007498759562399583,3.152729761279975e-12
806.6711140760507,0.0007321188401285837,3.9686676843744405e-12
807.7384923282189,0.0007144563632488578,4.988406702414782e-12
808.8058705803869,0.0006969019792031012,6.260997174679757e-12
809.8732488325551,0.000679468674034857,7.846840184745425e-12
810.9406270847232,0.000662168954738101,9.820205875735706e-12
812.0080053368913,0.0006450148390937086,1.2272285483580602e-11
813.0753835890594,0.0006280178468267996,1.5314884575250387e-11
814.1427618412275,0.000611188992075732,1.9084885447119797e-11
815.2101400933957,0.0005945387771585001,2.374963072514728e-11
816.2775183455637,0.0005780802249490348,2.953419755894626e-11
817.3448965977318,0.0005618290327734361,3.674738176107683e-11
818.4122748499,0.0005457858026762275,4.565354739724265e-11
819.4796531020681,0.0005299588698164115,5.6633786798794136e-11
820.5470313542362,0.0005143560453357564,7.01512352642083e-11
821.6144096064043,0.0004989846176993726,8.676789911227177e-11
822.6817878585724,0.00048385135513670817,1.0716475546233552e-10
823.7491661107406,0.0004689625091448153,1.321657224342506e-10
824.8165443629086,0.00045432381901396024,1.6276620054025438e-10
825.8839226150767,0.00043994051733267143,2.0016700409267429e-10
826.9513008672449,0.00042581733642872705,2.45814637710797e-10
828.018679119413,0.00041195851570073605,3.014490299801235e-10
829.0860573715811,0.00039836780979267546,3.691600167905215e-10
830.1534356237491,0.00038504849756499173,4.5145407396452097e-10
831.2208138759173,0.000372003391812608,5.513330359316298e-10
832.2881921280855,0.00035923927634732585,6.727942460407718e-10
833.3555703802535,0.00034676570873886736,8.211820145090922e-10
834.4229486324216,0.00033457220935092586,1.000832819518197e-09
835.4903268845898,0.00032265977278511567,1.218017707747035e-09
836.5577051367579,0.00031102898826608537,1.4801998621984584e-09
837.625083388926,0.00029968005288766715,1.7962480158138155e-09
838.692461641094,0.00028861278524211774,2.1766855190959856e-09
839.7598398932622,0.0002778266393844885,2.633980546545037e-09
840.8272181454304,0.00026732071908301035,3.182883687089565e-09
841.8945963975984,0.00025709379230879015,3.8408200154161386e-09
842.9619746497665,0.0002471443059182639,4.628343692849323e-09
844.0293529019347,0.0002374704004830382,5.569664207368933e-09
845.0967311541028,0.00022806992522340553,6.693254542047605e-09
846.1641094062709,0.0002189404530029369,8.032552869599969e-09
847.2314876584389,0.0002100792953422358,9.626770818104556e-09
848.2988659106071,0.00020148783666331106,1.1527701401470662e-08
849.3662441627753,0.0001931694568489355,1.3802750876400578e-08
850.4336224149433,0.00018510950655727454,1.650325703782373e-08
851.5010006671114,0.00017730437169975933,1.9704203219126435e-08
852.5683789192796,0.0001697502537514513,2.349293086664322e-08
853.6357571714477,0.00016244318405526982,2.7971022751481013e-08
854.7031354236158,0.00015537903789746222,3.3256446909595185e-08
855.7705136757838,0.00014855354832589605,3.948599313678308e-08
856.837891927952,0.00014196231968754928,4.6818037088323035e-08
857.9052701801202,0.00013560084086187472,5.543567048357042e-08
858.9726484322882,0.00012946449816882632,6.555023959502136e-08
860.0400266844563,0.0001235485879327848,7.740533810748207e-08
861.1074049366244,0.00011784832868462348,9.128130456108339e-08
862.1747831887926,0.00011235887298662029,1.0750027893319869e-07
863.2421614409607,0.00010707531886767102,1.2643187745573401e-07
864.3095396931287,0.000101996062616668,1.4856167675281662e-07
865.3769179452969,9.7120607006382e-05,1.7450390340179556e-07
866.4442961974651,9.24355705225074e-05,2.0469106259421635e-07
867.5116744496331,8.793593876380819e-05,2.39768073879163e-07
868.5790527018012,8.361669553194498e-05,2.80469580490869e-07
869.6464309539693,7.947283162949913e-05,3.276311281216156e-07
870.7138092061375,7.549935321953959e-05,3.8220154133777064e-07
871.7811874583056,7.169128974657394e-05,4.452565982109497e-07
872.8485657104736,6.804370142000946e-05,5.180141083586744e-07
873.9159439626418,6.455168626252172e-05,6.018505038672341e-07
874.98332221481,6.121038672693172e-05,6.983190564039005e-07
876.050700466978,5.801499588632749e-05,8.091698370756042e-07
877.1180787191461,5.4960763203229993e-05,9.363715381622552e-07
878.1854569713142,5.204299988460518e-05,1.0821352775755616e-06
879.2528352234824,4.92570838304376e-05,1.2489405076270264e-06
880.3202134756505,4.66006298185835e-05,1.4400406448804258e-06
881.3875917278185,4.407173243845932e-05,1.659426412073229e-06
882.4549699799867,4.1660781355671426e-05,1.909629708414431e-06
883.5223482321549,3.9363476487117594e-05,2.194577672558076e-06
884.5897264843229,3.717560395450686e-05,2.5186392610415287e-06
885.657104736491,3.509303872043292e-05,2.8866668909101015e-06
886.7244829886591,3.311174689562258e-05,3.3040409577470524e-06
887.7918612408273,3.122778773013792e-05,3.776717294505753e-06
888.8592394929954,2.9437315301635322e-05,4.311277619095078e-06
889.9266177451634,2.7736579914047498e-05,4.914982998245089e-06
890.9939959973316,2.6121929220269557e-05,5.595830331594696e-06
892.0613742494997,2.458980908259387e-05,6.36261183302178e-06
893.1287525016678,2.3136764184754965e-05,7.2249774558306585e-06
894.1961307538359,2.1759438409519943e-05,8.193500174405334e-06
895.263509006004,2.0454574995798097e-05,9.279743997217292e-06
896.3308872581722,1.922022309083077e-05,1.0498973623671128e-05
897.3982655103403,1.805458810246939e-05,1.18692775030687e-05
898.4656437625083,1.6951923166491006e-05,1.3400483937746249e-05
899.5330220146765,1.5909381960472884e-05,1.5109065616539216e-05
900.6004002668446,1.4924215306534669e-05,1.7012875660926804e-05
901.6677785190127,1.3993770266903325e-05,1.913122692394071e-05
